,name,nationality,position,club,age,tackles_attemped,tackles_won,def_3rd_tackles,mid_3rd_tackles,off_3rd_tackles,dribbler_tackles_won,dribbler_tackles_attempted,dribber_tackles_success_rate,dribber_tackles_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_and_interceptions,clearances,errors_leading_to_shots,tackles_attemped_per_90,tackles_won_per_90,def_3rd_tackles_per_90,mid_3rd_tackles_per_90,off_3rd_tackles_per_90,dribbler_tackles_won_per_90,dribbler_tackles_attempted_per_90,dribber_tackles_lost_per_90,blocks_per_90,shots_blocked_per_90,passes_blocked_per_90,interceptions_per_90,tackles_and_interceptions_per_90,clearances_per_90,errors_leading_to_shots_per_90
0,Max Aarons,ENG,"DF,MF",Valencia,24.0,4,4,2,2,0,4,5,80.0,1,1,0,1,0,4,3,0,3.08,3.08,1.54,1.54,0.0,3.08,3.85,0.77,0.77,0.0,0.77,0.0,3.08,2.31,0.0
1,Rodrigo Abajas,ESP,DF,Valencia,21.0,3,2,2,1,0,3,3,100.0,0,1,0,1,1,4,0,0,4.29,2.86,2.86,1.43,0.0,4.29,4.29,0.0,1.43,0.0,1.43,1.43,5.71,0.0,0.0
2,Abel,ESP,DF,Osasuna,23.0,61,37,28,25,8,39,63,61.9,24,29,4,25,18,79,64,2,2.65,1.61,1.22,1.09,0.35,1.7,2.74,1.04,1.26,0.17,1.09,0.78,3.43,2.78,0.09
3,Nabil Aberdin,FRA,MF,Getafe,21.0,6,4,3,3,0,1,1,100.0,0,3,0,3,0,6,5,0,2.07,1.38,1.03,1.03,0.0,0.34,0.34,0.0,1.03,0.0,1.03,0.0,2.07,1.72,0.0
4,Abdel Abqar,MAR,DF,Alavés,25.0,36,23,24,11,1,20,34,58.8,14,28,18,10,39,75,146,1,1.31,0.84,0.88,0.4,0.04,0.73,1.24,0.51,1.02,0.66,0.36,1.42,2.74,5.33,0.04
5,Akor Adams,NGA,FW,Sevilla,24.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.0,0.0,0.67,0.0
6,Adrián,ESP,GK,Betis,37.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.74,0.16
7,Julen Agirrezabala,ESP,GK,Athletic Club,23.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.3,0.0
8,Lucien Agoume,FRA,MF,Sevilla,22.0,70,32,23,37,10,27,39,69.2,12,30,11,19,41,111,42,0,2.98,1.36,0.98,1.57,0.43,1.15,1.66,0.51,1.28,0.47,0.81,1.74,4.72,1.79,0.0
9,Álvaro Aguado,ESP,MF,Espanyol,28.0,5,2,3,2,0,3,9,33.3,6,7,1,6,4,9,5,1,1.02,0.41,0.61,0.41,0.0,0.61,1.84,1.22,1.43,0.2,1.22,0.82,1.84,1.02,0.2
10,Lorenzo Aguado,ESP,DF,Real Madrid,21.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
11,Nayef Aguerd,MAR,DF,Real Sociedad,28.0,30,24,17,12,1,12,18,66.7,6,21,15,6,13,43,91,0,1.53,1.22,0.87,0.61,0.05,0.61,0.92,0.31,1.07,0.77,0.31,0.66,2.19,4.64,0.0
12,Joseph Aidoo,GHA,DF,Valladolid,28.0,5,5,3,2,0,2,3,66.7,1,8,4,4,5,10,26,1,0.77,0.77,0.46,0.31,0.0,0.31,0.46,0.15,1.23,0.62,0.62,0.77,1.54,4.0,0.15
13,Joseph Aidoo,GHA,DF,Celta Vigo,28.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,Ilias Akhomach,MAR,"MF,FW",Villarreal,20.0,12,7,4,4,4,6,12,50.0,6,8,0,8,3,15,13,0,1.85,1.08,0.62,0.62,0.62,0.92,1.85,0.92,1.23,0.0,1.23,0.46,2.31,2.0,0.0
15,David Alaba,AUT,DF,Real Madrid,32.0,1,0,1,0,0,0,0,,0,5,5,0,6,7,7,0,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,1.71,2.0,2.0,0.0
16,Ibrahim Alani,NGA,MF,Valladolid,18.0,12,7,8,4,0,4,6,66.7,2,3,1,2,1,13,1,0,6.67,3.89,4.44,2.22,0.0,2.22,3.33,1.11,1.67,0.56,1.11,0.56,7.22,0.56,0.0
17,Raúl Albiol,ESP,DF,Villarreal,38.0,10,9,9,1,0,6,10,60.0,4,10,9,1,6,16,69,1,0.76,0.68,0.68,0.08,0.0,0.45,0.76,0.3,0.76,0.68,0.08,0.45,1.21,5.23,0.08
18,Omar Alderete,PAR,DF,Getafe,27.0,43,29,30,11,2,20,30,66.7,10,38,22,16,40,83,241,1,1.3,0.88,0.91,0.33,0.06,0.61,0.91,0.3,1.15,0.67,0.48,1.21,2.52,7.3,0.03
19,Carles Aleñá,ESP,"MF,FW",Getafe,26.0,6,3,2,3,1,4,13,30.8,9,9,1,8,0,6,7,0,1.2,0.6,0.4,0.6,0.2,0.8,2.6,1.8,1.8,0.2,1.6,0.0,1.2,1.4,0.0
20,Carles Aleñá,ESP,"MF,FW",Alavés,26.0,19,12,6,7,6,7,17,41.2,10,11,0,11,2,21,4,0,1.57,0.99,0.5,0.58,0.5,0.58,1.4,0.83,0.91,0.0,0.91,0.17,1.74,0.33,0.0
21,Alfon,ESP,"FW,MF",Celta Vigo,25.0,8,3,3,2,3,4,12,33.3,8,8,0,8,5,13,5,1,0.53,0.2,0.2,0.13,0.2,0.26,0.79,0.53,0.53,0.0,0.53,0.33,0.86,0.33,0.07
22,Tadeo Allende,ARG,FW,Celta Vigo,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Domingos André Ribeiro Almeida,POR,"MF,FW",Valencia,24.0,48,32,18,21,9,14,39,35.9,25,21,3,18,8,56,14,1,2.18,1.45,0.82,0.95,0.41,0.64,1.77,1.14,0.95,0.14,0.82,0.36,2.55,0.64,0.05
24,Iker Almena,ESP,"FW,DF",Girona,20.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0
25,Marcos Alonso,ESP,DF,Celta Vigo,33.0,35,21,19,13,3,25,44,56.8,19,22,7,15,34,69,126,4,1.19,0.71,0.65,0.44,0.1,0.85,1.5,0.65,0.75,0.24,0.51,1.16,2.35,4.29,0.14
26,Adrià Altimira,ESP,"DF,FW",Leganés,23.0,41,24,26,12,3,24,40,60.0,16,15,6,9,15,56,54,2,2.27,1.33,1.44,0.66,0.17,1.33,2.21,0.88,0.83,0.33,0.5,0.83,3.09,2.98,0.11
27,Sergi Altimira,ESP,MF,Betis,22.0,61,37,17,38,6,36,60,60.0,24,28,1,27,24,85,43,3,2.79,1.69,0.78,1.74,0.27,1.64,2.74,1.1,1.28,0.05,1.23,1.1,3.88,1.96,0.14
28,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,21.0,26,9,12,10,4,10,19,52.6,9,19,2,17,8,34,29,1,1.49,0.51,0.69,0.57,0.23,0.57,1.09,0.51,1.09,0.11,0.97,0.46,1.94,1.66,0.06
29,Julián Álvarez,ARG,FW,Atlético Madrid,24.0,25,17,5,11,9,8,30,26.7,22,14,0,14,2,27,12,1,0.9,0.61,0.18,0.39,0.32,0.29,1.08,0.79,0.5,0.0,0.5,0.07,0.97,0.43,0.04
30,Yeray Álvarez,ESP,DF,Athletic Club,29.0,25,13,14,9,2,15,22,68.2,7,10,6,4,34,59,129,1,1.26,0.66,0.71,0.45,0.1,0.76,1.11,0.35,0.51,0.3,0.2,1.72,2.98,6.52,0.05
31,Selim Amallah,MAR,MF,Valladolid,27.0,30,18,10,18,2,10,18,55.6,8,24,2,22,14,44,5,1,1.96,1.18,0.65,1.18,0.13,0.65,1.18,0.52,1.57,0.13,1.44,0.92,2.88,0.33,0.07
32,Amath,SEN,"FW,DF",Valladolid,28.0,2,0,2,0,0,1,8,12.5,7,7,1,6,2,4,6,0,0.48,0.0,0.48,0.0,0.0,0.24,1.9,1.67,1.67,0.24,1.43,0.48,0.95,1.43,0.0
33,Marcos André,BRA,FW,Valladolid,27.0,10,6,3,5,2,5,13,38.5,8,18,2,16,3,13,10,0,0.76,0.45,0.23,0.38,0.15,0.38,0.98,0.61,1.36,0.15,1.21,0.23,0.98,0.76,0.0
34,Leandro Antonetti,PUR,FW,Sevilla,21.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Antoniu,ESP,"FW,MF",Espanyol,21.0,21,10,9,8,4,9,21,42.9,12,14,2,12,8,29,11,1,1.84,0.88,0.79,0.7,0.35,0.79,1.84,1.05,1.23,0.18,1.05,0.7,2.54,0.96,0.09
36,Antony,BRA,FW,Betis,24.0,25,11,6,9,10,8,22,36.4,14,12,1,11,10,35,9,1,1.66,0.73,0.4,0.6,0.66,0.53,1.46,0.93,0.79,0.07,0.73,0.66,2.32,0.6,0.07
37,Anuar,MAR,"MF,FW",Valladolid,29.0,38,27,21,12,5,15,28,53.6,13,24,8,16,18,56,26,1,1.99,1.41,1.1,0.63,0.26,0.79,1.47,0.68,1.26,0.42,0.84,0.94,2.93,1.36,0.05
38,Aritz Arambarri,ESP,DF,Leganés,26.0,1,1,1,0,0,1,1,100.0,0,2,2,0,3,4,8,0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.5,2.0,4.0,0.0
39,Mauro Arambarri,URU,MF,Getafe,28.0,48,29,10,33,5,22,48,45.8,26,35,6,29,15,63,46,0,1.62,0.98,0.34,1.11,0.17,0.74,1.62,0.88,1.18,0.2,0.98,0.51,2.13,1.55,0.0
40,Jon Aramburu,VEN,DF,Real Sociedad,22.0,102,70,61,30,11,66,100,66.0,34,40,8,32,30,132,98,0,3.74,2.56,2.23,1.1,0.4,2.42,3.66,1.25,1.47,0.29,1.17,1.1,4.84,3.59,0.0
41,Ronald Araújo,URU,DF,Barcelona,25.0,12,9,6,5,1,4,5,80.0,1,6,4,2,9,21,25,0,1.43,1.07,0.71,0.6,0.12,0.48,0.6,0.12,0.71,0.48,0.24,1.07,2.5,2.98,0.0
42,Adu Ares,ESP,FW,Athletic Club,22.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Jesús Areso,ESP,DF,Osasuna,25.0,53,38,31,14,8,39,56,69.6,17,26,4,22,8,61,92,0,1.55,1.11,0.91,0.41,0.23,1.14,1.64,0.5,0.76,0.12,0.64,0.23,1.78,2.69,0.0
44,David Argüelles,ESP,MF,Getafe,22.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0
45,José Arnaiz,ESP,"FW,MF",Osasuna,29.0,7,5,3,3,1,4,7,57.1,3,2,0,2,5,12,1,0,4.67,3.33,2.0,2.0,0.67,2.67,4.67,2.0,1.33,0.0,1.33,3.33,8.0,0.67,0.0
46,Sergio Arribas,ESP,DF,Betis,21.0,7,4,4,3,0,6,7,85.7,1,2,2,0,3,10,4,0,7.0,4.0,4.0,3.0,0.0,6.0,7.0,1.0,2.0,2.0,0.0,3.0,10.0,4.0,0.0
47,Takuma Asano,JPN,"FW,MF",Mallorca,29.0,13,9,5,7,1,6,11,54.5,5,7,0,7,6,19,9,0,1.11,0.77,0.43,0.6,0.09,0.51,0.94,0.43,0.6,0.0,0.6,0.51,1.62,0.77,0.0
48,Raúl Asencio,ESP,DF,Real Madrid,21.0,22,16,18,4,0,10,13,76.9,3,11,6,5,16,38,88,2,1.18,0.86,0.97,0.22,0.0,0.54,0.7,0.16,0.59,0.32,0.27,0.86,2.04,4.73,0.11
49,Iago Aspas,ESP,"FW,MF",Celta Vigo,36.0,13,8,4,5,4,8,20,40.0,12,18,1,17,8,21,5,0,0.67,0.41,0.21,0.26,0.21,0.41,1.03,0.62,0.93,0.05,0.88,0.41,1.08,0.26,0.0
50,Yaser Asprilla,COL,"FW,MF",Girona,20.0,22,12,6,8,8,8,23,34.8,15,14,0,14,7,29,7,1,1.41,0.77,0.38,0.51,0.51,0.51,1.47,0.96,0.9,0.0,0.9,0.45,1.86,0.45,0.06
51,Ezequiel Ávila,ARG,FW,Betis,30.0,8,3,2,2,4,4,10,40.0,6,4,0,4,2,10,8,0,1.07,0.4,0.27,0.27,0.53,0.53,1.33,0.8,0.53,0.0,0.53,0.27,1.33,1.07,0.0
52,Adam Aznou,MAR,DF,Valladolid,18.0,28,21,20,8,0,21,43,48.8,22,24,8,16,10,38,30,0,2.89,2.16,2.06,0.82,0.0,2.16,4.43,2.27,2.47,0.82,1.65,1.03,3.92,3.09,0.0
53,César Azpilicueta,ESP,DF,Atlético Madrid,34.0,25,14,12,9,4,17,23,73.9,6,10,2,8,5,30,32,0,2.58,1.44,1.24,0.93,0.41,1.75,2.37,0.62,1.03,0.21,0.82,0.52,3.09,3.3,0.0
54,Papa Ba,ESP,MF,Girona,19.0,1,1,1,0,0,0,0,,0,1,0,1,0,1,1,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0
55,Loïc Bade,FRA,DF,Sevilla,24.0,47,27,37,10,0,23,31,74.2,8,22,13,9,29,76,162,2,1.58,0.91,1.24,0.34,0.0,0.77,1.04,0.27,0.74,0.44,0.3,0.97,2.55,5.44,0.07
56,Alex Baena,ESP,"MF,FW",Villarreal,23.0,28,15,6,14,8,10,39,25.6,29,29,2,27,22,50,22,2,0.97,0.52,0.21,0.49,0.28,0.35,1.35,1.01,1.01,0.07,0.94,0.76,1.74,0.76,0.07
57,Juma Bah,SLE,DF,Valladolid,18.0,10,7,7,3,0,3,5,60.0,2,15,8,7,12,22,60,0,1.04,0.73,0.73,0.31,0.0,0.31,0.52,0.21,1.56,0.83,0.73,1.25,2.29,6.25,0.0
58,Eric Bailly,CIV,DF,Villarreal,30.0,12,4,6,6,0,3,4,75.0,1,12,6,6,6,18,29,0,1.74,0.58,0.87,0.87,0.0,0.43,0.58,0.14,1.74,0.87,0.87,0.87,2.61,4.2,0.0
59,Stefan Bajcetic,ESP,"MF,DF",Las Palmas,19.0,29,14,13,13,3,12,28,42.9,16,25,4,21,15,44,26,1,2.69,1.3,1.2,1.2,0.28,1.11,2.59,1.48,2.31,0.37,1.94,1.39,4.07,2.41,0.09
60,Cédric Bakambu,COD,FW,Betis,33.0,6,4,0,5,1,3,7,42.9,4,13,2,11,0,6,5,0,0.76,0.51,0.0,0.63,0.13,0.38,0.89,0.51,1.65,0.25,1.39,0.0,0.76,0.63,0.0
61,Alejandro Balde,ESP,DF,Barcelona,20.0,18,10,10,5,3,11,17,64.7,6,24,5,19,5,23,27,0,0.71,0.39,0.39,0.2,0.12,0.43,0.67,0.24,0.94,0.2,0.75,0.2,0.91,1.06,0.0
62,Iván Balliu,ALB,DF,Rayo Vallecano,32.0,17,14,8,5,4,6,18,33.3,12,16,4,12,13,30,39,0,1.28,1.05,0.6,0.38,0.3,0.45,1.35,0.9,1.2,0.3,0.9,0.98,2.26,2.93,0.0
63,Jonathan Bamba,CIV,"FW,MF",Celta Vigo,28.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0,1.33,0.78,0.44,0.67,0.22,0.56,1.33,0.78,0.67,0.0,0.67,0.56,1.89,0.67,0.0
64,Adrian Baquerin,ESP,FW,Valladolid,17.0,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
65,Valentín Barco,ARG,"DF,FW",Sevilla,20.0,15,9,8,3,4,12,15,80.0,3,0,0,0,2,17,5,0,4.69,2.81,2.5,0.94,1.25,3.75,4.69,0.94,0.0,0.0,0.0,0.63,5.31,1.56,0.0
66,Borna Barišić,CRO,DF,Leganés,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Kike Barja,ESP,"FW,MF",Osasuna,27.0,5,4,1,3,1,2,4,50.0,2,5,0,5,3,8,4,0,1.43,1.14,0.29,0.86,0.29,0.57,1.14,0.57,1.43,0.0,1.43,0.86,2.29,1.14,0.0
68,Enzo Barrenechea,ARG,MF,Valencia,23.0,57,30,22,29,6,32,46,69.6,14,30,8,22,28,85,48,1,2.35,1.23,0.91,1.19,0.25,1.32,1.89,0.58,1.23,0.33,0.91,1.15,3.5,1.98,0.04
69,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,22.0,26,19,7,14,5,6,23,26.1,17,15,0,15,11,37,16,1,1.86,1.36,0.5,1.0,0.36,0.43,1.64,1.21,1.07,0.0,1.07,0.79,2.64,1.14,0.07
70,Pablo Barrios,ESP,MF,Atlético Madrid,21.0,46,26,23,20,3,23,47,48.9,24,18,5,13,34,80,33,9,1.78,1.0,0.89,0.77,0.12,0.89,1.81,0.93,0.69,0.19,0.5,1.31,3.09,1.27,0.35
71,Thierno Barry,FRA,FW,Villarreal,21.0,11,8,2,5,4,4,10,40.0,6,15,2,13,0,11,19,0,0.43,0.31,0.08,0.19,0.16,0.16,0.39,0.23,0.58,0.08,0.5,0.0,0.43,0.74,0.0
72,Marc Bartra,ESP,DF,Betis,33.0,33,19,20,13,0,15,26,57.7,11,41,25,16,33,66,148,0,1.42,0.82,0.86,0.56,0.0,0.64,1.12,0.47,1.76,1.07,0.69,1.42,2.83,6.35,0.0
73,Aboubacar Bassinga,CIV,MF,Las Palmas,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Augusto Batalla,ARG,GK,Rayo Vallecano,28.0,4,2,4,0,0,4,6,66.7,2,0,0,0,0,4,15,4,0.13,0.06,0.13,0.0,0.0,0.13,0.19,0.06,0.0,0.0,0.0,0.0,0.13,0.47,0.13
75,Rafael Bauza,ESP,MF,Espanyol,19.0,5,3,3,1,1,4,7,57.1,3,3,1,2,0,5,5,0,2.5,1.5,1.5,0.5,0.5,2.0,3.5,1.5,1.5,0.5,1.0,0.0,2.5,2.5,0.0
76,Sheraldo Becker,SUR,"FW,MF",Real Sociedad,29.0,3,2,0,3,0,0,2,0.0,2,4,0,4,1,4,10,0,0.27,0.18,0.0,0.27,0.0,0.0,0.18,0.18,0.36,0.0,0.36,0.09,0.36,0.9,0.0
77,Donny van de Beek,NED,MF,Girona,27.0,29,18,17,7,5,13,26,50.0,13,19,3,16,10,39,12,0,1.84,1.14,1.08,0.44,0.32,0.82,1.65,0.82,1.2,0.19,1.01,0.63,2.47,0.76,0.0
78,Luken Beitia,ESP,DF,Real Sociedad,20.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,10.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0
79,Ismael Bekhoucha,MAR,"MF,DF",Getafe,19.0,1,1,1,0,0,1,2,50.0,1,2,1,1,2,3,2,0,1.25,1.25,1.25,0.0,0.0,1.25,2.5,1.25,2.5,1.25,1.25,2.5,3.75,2.5,0.0
80,Héctor Bellerín,ESP,DF,Betis,29.0,13,7,7,4,2,10,17,58.8,7,5,3,2,6,19,21,0,2.03,1.09,1.09,0.63,0.31,1.56,2.66,1.09,0.78,0.47,0.31,0.94,2.97,3.28,0.0
81,Jude Bellingham,ENG,MF,Real Madrid,21.0,61,33,20,27,14,28,42,66.7,14,37,2,35,28,89,23,1,2.21,1.2,0.72,0.98,0.51,1.01,1.52,0.51,1.34,0.07,1.27,1.01,3.22,0.83,0.04
82,Fran Beltrán,ESP,MF,Celta Vigo,25.0,50,35,24,21,5,24,56,42.9,32,26,6,20,26,76,34,4,1.86,1.3,0.89,0.78,0.19,0.89,2.08,1.19,0.97,0.22,0.74,0.97,2.83,1.26,0.15
83,Carlos Benavídez,URU,MF,Alavés,26.0,19,14,10,6,3,6,11,54.5,5,5,2,3,8,27,14,1,3.52,2.59,1.85,1.11,0.56,1.11,2.04,0.93,0.93,0.37,0.56,1.48,5.0,2.59,0.19
84,Iker Benito,ESP,"FW,MF",Osasuna,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,2.5,2.5,5.0,0.0
85,Yuri Berchiche,ESP,DF,Athletic Club,34.0,33,21,19,11,3,19,33,57.6,14,25,5,20,27,60,72,3,1.45,0.93,0.84,0.48,0.13,0.84,1.45,0.62,1.1,0.22,0.88,1.19,2.64,3.17,0.13
86,Álex Berenguer,ESP,"FW,MF",Athletic Club,29.0,32,16,6,16,10,14,31,45.2,17,23,2,21,10,42,18,0,1.23,0.62,0.23,0.62,0.38,0.54,1.19,0.65,0.88,0.08,0.81,0.38,1.62,0.69,0.0
87,Marc Bernal,ESP,MF,Barcelona,17.0,8,6,2,5,1,7,8,87.5,1,5,1,4,1,9,4,0,2.96,2.22,0.74,1.85,0.37,2.59,2.96,0.37,1.85,0.37,1.48,0.37,3.33,1.48,0.0
88,Juan Bernat,ESP,"DF,MF",Villarreal,31.0,9,7,7,1,1,4,5,80.0,1,3,1,2,1,10,4,0,3.75,2.92,2.92,0.42,0.42,1.67,2.08,0.42,1.25,0.42,0.83,0.42,4.17,1.67,0.0
89,Juan Bernat,ESP,"MF,DF",Getafe,31.0,19,13,9,5,5,7,12,58.3,5,9,3,6,2,21,12,0,2.44,1.67,1.15,0.64,0.64,0.9,1.54,0.64,1.15,0.38,0.77,0.26,2.69,1.54,0.0
90,Juan Berrocal,ESP,DF,Getafe,25.0,14,7,10,4,0,10,14,71.4,4,6,3,3,15,29,59,0,1.19,0.59,0.85,0.34,0.0,0.85,1.19,0.34,0.51,0.25,0.25,1.27,2.46,5.0,0.0
91,Antonio Blanco,ESP,MF,Alavés,24.0,67,40,23,37,7,32,83,38.6,51,30,7,23,42,109,48,1,2.21,1.32,0.76,1.22,0.23,1.06,2.74,1.68,0.99,0.23,0.76,1.39,3.6,1.58,0.03
92,Daley Blind,NED,DF,Girona,34.0,49,27,26,19,4,31,48,64.6,17,32,9,23,32,81,94,2,1.59,0.87,0.84,0.61,0.13,1.0,1.55,0.55,1.04,0.29,0.74,1.04,2.62,3.04,0.06
93,Adama Boiro,ESP,"DF,FW",Athletic Club,22.0,20,11,11,7,2,10,15,66.7,5,10,3,7,12,32,27,1,1.64,0.9,0.9,0.57,0.16,0.82,1.23,0.41,0.82,0.25,0.57,0.98,2.62,2.21,0.08
94,Enzo Boyomo,CMR,DF,Osasuna,22.0,68,43,46,18,4,30,39,76.9,9,34,19,15,44,112,137,3,2.05,1.3,1.39,0.54,0.12,0.9,1.17,0.27,1.02,0.57,0.45,1.33,3.37,4.13,0.09
95,Enzo Boyomo,CMR,DF,Valladolid,22.0,6,2,4,2,0,3,3,100.0,0,4,3,1,1,7,7,0,2.0,0.67,1.33,0.67,0.0,1.0,1.0,0.0,1.33,1.0,0.33,0.33,2.33,2.33,0.0
96,Darko Brašanac,SRB,MF,Leganés,32.0,26,11,5,15,6,9,17,52.9,8,24,11,13,16,42,34,0,1.44,0.61,0.28,0.83,0.33,0.5,0.94,0.44,1.33,0.61,0.72,0.89,2.33,1.89,0.0
