,name,nationality,position,club,age,tackles_attemped,tackles_won,def_3rd_tackles,mid_3rd_tackles,off_3rd_tackles,dribbler_tackles_won,dribbler_tackles_attempted,dribber_tackles_success_rate,dribber_tackles_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_and_interceptions,clearances,errors_leading_to_shots,tackles_attemped_per_90,tackles_won_per_90,def_3rd_tackles_per_90,mid_3rd_tackles_per_90,off_3rd_tackles_per_90,dribbler_tackles_won_per_90,dribbler_tackles_attempted_per_90,dribber_tackles_lost_per_90,blocks_per_90,shots_blocked_per_90,passes_blocked_per_90,interceptions_per_90,tackles_and_interceptions_per_90,clearances_per_90,errors_leading_to_shots_per_90
500,Aitor Ruibal,ESP,"DF,FW",Betis,28.0,32,23,22,4,6,25,47,53.2,22,20,5,15,14,46,40,1,2.19,1.58,1.51,0.27,0.41,1.71,3.22,1.51,1.37,0.34,1.03,0.96,3.15,2.74,0.07
501,Abel Ruiz,ESP,FW,Girona,24.0,6,2,2,2,2,2,5,40.0,3,7,2,5,5,11,7,0,0.4,0.13,0.13,0.13,0.13,0.13,0.33,0.2,0.47,0.13,0.33,0.33,0.73,0.47,0.0
502,Ferrán Ruiz,ESP,MF,Girona,21.0,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,0.0,0.0
503,Youssouf Sabaly,SEN,DF,Betis,31.0,40,25,21,15,4,24,32,75.0,8,21,4,17,13,53,40,0,2.27,1.42,1.19,0.85,0.23,1.36,1.82,0.45,1.19,0.23,0.97,0.74,3.01,2.27,0.0
504,Umar Sadiq,NGA,FW,Valencia,27.0,10,5,3,5,2,4,6,66.7,2,7,0,7,1,11,7,0,1.09,0.54,0.33,0.54,0.22,0.43,0.65,0.22,0.76,0.0,0.76,0.11,1.2,0.76,0.0
505,Umar Sadiq,NGA,FW,Real Sociedad,27.0,2,1,1,1,0,1,2,50.0,1,3,1,2,1,3,2,0,0.8,0.4,0.4,0.4,0.0,0.4,0.8,0.4,1.2,0.4,0.8,0.4,1.2,0.8,0.0
506,Jorge Sáenz,ESP,DF,Leganés,27.0,37,23,18,18,1,11,20,55.0,9,26,17,9,25,62,161,0,1.97,1.22,0.96,0.96,0.05,0.59,1.06,0.48,1.38,0.9,0.48,1.33,3.3,8.56,0.0
507,Jan Salas,ESP,"MF,FW",Mallorca,18.0,3,1,2,1,0,2,2,100.0,0,0,0,0,0,3,0,0,6.0,2.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
508,Kike Salas,ESP,DF,Sevilla,22.0,47,28,24,16,7,27,46,58.7,19,26,14,12,32,79,146,0,1.89,1.12,0.96,0.64,0.28,1.08,1.85,0.76,1.04,0.56,0.48,1.29,3.17,5.86,0.0
509,Albert Sambi Lokonga,BEL,MF,Sevilla,24.0,22,15,10,9,3,10,14,71.4,4,13,1,12,9,31,24,3,1.35,0.92,0.61,0.55,0.18,0.61,0.86,0.25,0.8,0.06,0.74,0.55,1.9,1.47,0.18
510,Chuky san jose,ESP,MF,Valladolid,20.0,8,2,3,3,2,2,9,22.2,7,4,1,3,0,8,4,0,0.99,0.25,0.37,0.37,0.25,0.25,1.11,0.86,0.49,0.12,0.37,0.0,0.99,0.49,0.0
511,Oihan Sancet,ESP,MF,Athletic Club,24.0,13,8,6,6,1,5,14,35.7,9,10,0,10,5,18,6,0,0.72,0.44,0.33,0.33,0.06,0.28,0.78,0.5,0.56,0.0,0.56,0.28,1.0,0.33,0.0
512,Antonio Sánchez,ESP,"MF,DF",Mallorca,27.0,28,16,16,8,4,14,36,38.9,22,16,2,14,18,46,36,1,1.81,1.03,1.03,0.52,0.26,0.9,2.32,1.42,1.03,0.13,0.9,1.16,2.97,2.32,0.06
513,Iván Sánchez,ESP,"MF,FW",Valladolid,31.0,37,20,18,10,9,12,27,44.4,15,18,3,15,14,51,10,0,2.37,1.28,1.15,0.64,0.58,0.77,1.73,0.96,1.15,0.19,0.96,0.9,3.27,0.64,0.0
514,Javi Sánchez,ESP,DF,Valladolid,27.0,26,16,19,6,1,17,26,65.4,9,39,28,11,22,48,111,3,1.16,0.71,0.84,0.27,0.04,0.76,1.16,0.4,1.73,1.24,0.49,0.98,2.13,4.93,0.13
515,Juanlu Sánchez,ESP,"MF,DF",Sevilla,20.0,50,34,28,15,7,35,59,59.3,24,27,2,25,17,67,19,0,2.62,1.78,1.47,0.79,0.37,1.83,3.09,1.26,1.41,0.1,1.31,0.89,3.51,0.99,0.0
516,Manu Sánchez,ESP,DF,Alavés,23.0,83,56,40,33,10,41,69,59.4,28,51,12,39,30,113,76,1,2.83,1.91,1.37,1.13,0.34,1.4,2.35,0.96,1.74,0.41,1.33,1.02,3.86,2.59,0.03
517,Maroan Sannadi,ESP,FW,Athletic Club,23.0,5,0,1,4,0,2,7,28.6,5,1,0,1,1,6,2,1,0.6,0.0,0.12,0.48,0.0,0.24,0.83,0.6,0.12,0.0,0.12,0.12,0.71,0.24,0.12
518,Jesús Santiago,ESP,MF,Getafe,20.0,14,8,6,8,0,5,10,50.0,5,6,2,4,1,15,3,0,3.41,1.95,1.46,1.95,0.0,1.22,2.44,1.22,1.46,0.49,0.98,0.24,3.66,0.73,0.0
519,Aleksandar Sedlar,SRB,DF,Alavés,32.0,18,10,7,11,0,8,10,80.0,2,2,1,1,10,28,24,1,2.73,1.52,1.06,1.67,0.0,1.21,1.52,0.3,0.3,0.15,0.15,1.52,4.24,3.64,0.15
520,Sergi,ESP,DF,Leganés,32.0,40,29,22,16,2,18,32,56.3,14,38,29,9,39,79,185,2,1.22,0.88,0.67,0.49,0.06,0.55,0.97,0.43,1.16,0.88,0.27,1.19,2.4,5.62,0.06
521,Nicolás Serrano,ESP,FW,Athletic Club,21.0,1,1,0,1,0,1,3,33.3,2,4,0,4,1,2,1,0,0.83,0.83,0.0,0.83,0.0,0.83,2.5,1.67,3.33,0.0,3.33,0.83,1.67,0.83,0.0
522,Fábio Silva,POR,FW,Las Palmas,22.0,12,7,4,5,3,4,14,28.6,10,12,0,12,4,16,27,0,0.58,0.34,0.19,0.24,0.14,0.19,0.68,0.48,0.58,0.0,0.58,0.19,0.77,1.3,0.0
523,Rui Silva,POR,GK,Betis,30.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,0.07,0.0,0.0,0.47,0.0
524,Giuliano Simeone,ARG,MF,Atlético Madrid,21.0,27,13,6,11,10,15,30,50.0,15,22,3,19,14,41,22,1,1.26,0.61,0.28,0.51,0.47,0.7,1.4,0.7,1.03,0.14,0.89,0.65,1.92,1.03,0.05
525,Unai Simón,ESP,GK,Athletic Club,27.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,0.67,0.19
526,Daley Sinkgraven,NED,DF,Las Palmas,29.0,5,1,3,2,0,1,3,33.3,2,1,0,1,1,6,2,0,5.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,6.0,2.0,0.0
527,Jailson Siqueira,BRA,"DF,MF",Celta Vigo,28.0,13,11,9,3,1,9,11,81.8,2,6,4,2,9,22,28,1,1.91,1.62,1.32,0.44,0.15,1.32,1.62,0.29,0.88,0.59,0.29,1.32,3.24,4.12,0.15
528,Antonio Sivera,ESP,GK,Alavés,27.0,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,20,0,0.06,0.03,0.06,0.0,0.0,0.06,0.06,0.0,0.03,0.0,0.03,0.0,0.06,0.64,0.0
529,Justin Smith,CAN,MF,Espanyol,21.0,9,3,3,6,0,4,6,66.7,2,5,1,4,4,13,3,0,3.91,1.3,1.3,2.61,0.0,1.74,2.61,0.87,2.17,0.43,1.74,1.74,5.65,1.3,0.0
530,Alex Sola,ESP,"MF,FW",Getafe,25.0,21,14,9,12,0,9,25,36.0,16,8,0,8,7,28,11,1,1.84,1.23,0.79,1.05,0.0,0.79,2.19,1.4,0.7,0.0,0.7,0.61,2.46,0.96,0.09
531,Arnau Solà,ESP,MF,Villarreal,21.0,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
532,Jhon Solis,COL,MF,Girona,19.0,13,7,3,9,1,6,14,42.9,8,13,1,12,4,17,6,1,2.2,1.19,0.51,1.53,0.17,1.02,2.37,1.36,2.2,0.17,2.03,0.68,2.88,1.02,0.17
533,David Soria,ESP,GK,Getafe,31.0,4,4,4,0,0,4,5,80.0,1,0,0,0,1,5,21,3,0.11,0.11,0.11,0.0,0.0,0.11,0.13,0.03,0.0,0.0,0.0,0.03,0.13,0.55,0.08
534,Juan Soriano,ESP,GK,Leganés,26.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,0.17,0.17,0.17,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.33,0.0
535,Hugo Sotelo,ESP,MF,Celta Vigo,20.0,28,17,8,10,10,13,31,41.9,18,9,1,8,5,33,9,1,2.01,1.22,0.58,0.72,0.72,0.94,2.23,1.29,0.65,0.07,0.58,0.36,2.37,0.65,0.07
536,Djibril Sow,SUI,MF,Sevilla,27.0,25,14,13,10,2,8,17,47.1,9,18,3,15,28,53,26,1,1.09,0.61,0.57,0.44,0.09,0.35,0.74,0.39,0.79,0.13,0.66,1.22,2.31,1.14,0.04
537,Carl Starfelt,SWE,DF,Celta Vigo,29.0,40,20,25,14,1,18,27,66.7,9,29,21,8,31,71,129,3,1.59,0.79,0.99,0.56,0.04,0.71,1.07,0.36,1.15,0.83,0.32,1.23,2.82,5.12,0.12
538,Orri Steinn Óskarsson,ISL,FW,Real Sociedad,19.0,6,6,2,1,3,2,8,25.0,6,10,1,9,2,8,11,0,0.57,0.57,0.19,0.1,0.29,0.19,0.76,0.57,0.95,0.1,0.86,0.19,0.76,1.05,0.0
539,Stoichkov,ESP,"MF,FW",Alavés,30.0,14,9,6,7,1,6,11,54.5,5,2,0,2,1,15,7,0,1.79,1.15,0.77,0.9,0.13,0.77,1.41,0.64,0.26,0.0,0.26,0.13,1.92,0.9,0.0
540,Cristhian Stuani,URU,FW,Girona,37.0,9,7,1,7,1,5,8,62.5,3,4,1,3,7,16,11,0,0.75,0.58,0.08,0.58,0.08,0.42,0.67,0.25,0.33,0.08,0.25,0.58,1.33,0.92,0.0
541,Álex Suárez,ESP,DF,Las Palmas,31.0,40,23,30,9,1,20,27,74.1,7,39,24,15,13,53,107,2,1.47,0.84,1.1,0.33,0.04,0.73,0.99,0.26,1.43,0.88,0.55,0.48,1.94,3.92,0.07
542,Denis Suárez,ESP,MF,Villarreal,30.0,12,8,7,2,3,4,10,40.0,6,4,1,3,3,15,3,0,1.76,1.18,1.03,0.29,0.44,0.59,1.47,0.88,0.59,0.15,0.44,0.44,2.21,0.44,0.0
543,Luka Sučić,CRO,MF,Real Sociedad,21.0,25,18,8,12,5,10,26,38.5,16,30,2,28,15,40,16,1,1.26,0.9,0.4,0.6,0.25,0.5,1.31,0.8,1.51,0.1,1.41,0.75,2.01,0.8,0.05
544,Suso,ESP,"FW,MF",Sevilla,30.0,10,7,3,6,1,4,11,36.4,7,4,0,4,4,14,2,0,1.49,1.04,0.45,0.9,0.15,0.6,1.64,1.04,0.6,0.0,0.6,0.6,2.09,0.3,0.0
545,Williot Swedberg,SWE,"FW,MF",Celta Vigo,20.0,23,16,9,10,4,13,20,65.0,7,12,1,11,3,26,10,1,1.53,1.07,0.6,0.67,0.27,0.87,1.33,0.47,0.8,0.07,0.73,0.2,1.73,0.67,0.07
546,Mamadou Sylla,SEN,"FW,MF",Valladolid,30.0,8,4,3,3,2,2,9,22.2,7,8,0,8,3,11,14,1,0.45,0.23,0.17,0.17,0.11,0.11,0.51,0.4,0.45,0.0,0.45,0.17,0.63,0.8,0.06
547,Wojciech Szczęsny,POL,GK,Barcelona,34.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,20,1,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.33,0.07
548,Alexander Sørloth,NOR,FW,Atlético Madrid,28.0,9,5,2,5,2,3,6,50.0,3,6,1,5,1,10,28,0,0.52,0.29,0.11,0.29,0.11,0.17,0.34,0.17,0.34,0.06,0.29,0.06,0.57,1.61,0.0
549,Renato Tapia,PER,"MF,DF",Leganés,29.0,61,35,30,27,4,24,50,48.0,26,58,23,35,27,88,86,2,2.27,1.3,1.12,1.0,0.15,0.89,1.86,0.97,2.16,0.86,1.3,1.0,3.27,3.2,0.07
550,César Tárrega,ESP,DF,Valencia,22.0,49,37,33,13,3,19,31,61.3,12,41,20,21,22,71,222,2,1.46,1.1,0.98,0.39,0.09,0.57,0.92,0.36,1.22,0.6,0.63,0.65,2.11,6.61,0.06
551,Aurélien Tchouaméni,FRA,"DF,MF",Real Madrid,24.0,47,23,25,19,3,21,41,51.2,20,34,25,9,46,93,92,1,1.57,0.77,0.84,0.64,0.1,0.7,1.37,0.67,1.14,0.84,0.3,1.54,3.11,3.08,0.03
552,Álvaro Tejero,ESP,"MF,DF",Espanyol,28.0,14,4,7,6,1,7,23,30.4,16,9,1,8,13,27,34,1,1.01,0.29,0.51,0.43,0.07,0.51,1.67,1.16,0.65,0.07,0.58,0.94,1.96,2.46,0.07
553,Martín Tejón,ESP,"MF,DF",Valencia,20.0,2,0,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,4.0,0.0,0.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
554,Nahuel Tenaglia,ARG,DF,Alavés,28.0,96,61,61,30,5,53,88,60.2,35,33,9,24,47,143,123,2,2.95,1.88,1.88,0.92,0.15,1.63,2.71,1.08,1.02,0.28,0.74,1.45,4.4,3.78,0.06
555,Marc-André ter Stegen,GER,GK,Barcelona,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.27,0.27
556,Ramón Terrats,ESP,"MF,FW",Villarreal,23.0,3,3,1,2,0,2,4,50.0,2,3,1,2,2,5,3,0,2.0,2.0,0.67,1.33,0.0,1.33,2.67,1.33,2.0,0.67,1.33,1.33,3.33,2.0,0.0
557,Ramón Terrats,ESP,"MF,FW",Getafe,23.0,20,10,7,8,5,8,28,28.6,20,9,2,7,8,28,16,0,1.48,0.74,0.52,0.59,0.37,0.59,2.07,1.48,0.67,0.15,0.52,0.59,2.07,1.19,0.0
558,Raúl de Tomás,ESP,"DF,FW",Rayo Vallecano,29.0,2,2,1,0,1,0,0,,0,0,0,0,0,2,0,0,10.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
559,Pablo Torre,ESP,"MF,FW",Barcelona,21.0,5,4,1,3,1,2,4,50.0,2,0,0,0,3,8,5,1,1.47,1.18,0.29,0.88,0.29,0.59,1.18,0.59,0.0,0.0,0.0,0.88,2.35,1.47,0.29
560,David Torres,ESP,DF,Valladolid,21.0,13,8,12,1,0,7,11,63.6,4,19,17,2,10,23,74,0,0.84,0.52,0.78,0.06,0.0,0.45,0.71,0.26,1.23,1.1,0.13,0.65,1.49,4.81,0.0
561,Ferrán Torres,ESP,"FW,MF",Barcelona,24.0,8,4,2,3,3,3,8,37.5,5,7,1,6,4,12,5,0,0.65,0.33,0.16,0.24,0.24,0.24,0.65,0.41,0.57,0.08,0.49,0.33,0.98,0.41,0.0
562,Lucas Torró,ESP,MF,Osasuna,30.0,74,41,34,35,5,36,64,56.3,28,36,9,27,45,119,70,3,2.25,1.25,1.03,1.06,0.15,1.09,1.95,0.85,1.09,0.27,0.82,1.37,3.62,2.13,0.09
563,Hamari Traoré,MLI,DF,Real Sociedad,32.0,19,12,10,7,2,15,22,68.2,7,6,2,4,9,28,21,0,2.44,1.54,1.28,0.9,0.26,1.92,2.82,0.9,0.77,0.26,0.51,1.15,3.59,2.69,0.0
564,Óscar Trejo,ARG,MF,Rayo Vallecano,36.0,8,5,1,5,2,3,9,33.3,6,9,0,9,4,12,5,0,1.45,0.91,0.18,0.91,0.36,0.55,1.64,1.09,1.64,0.0,1.64,0.73,2.18,0.91,0.0
565,Viktor Tsyhankov,UKR,"FW,MF",Girona,26.0,19,12,4,7,8,9,19,47.4,10,7,1,6,15,34,16,1,0.89,0.56,0.19,0.33,0.38,0.42,0.89,0.47,0.33,0.05,0.28,0.7,1.6,0.75,0.05
566,Beñat Turrientes,ESP,MF,Real Sociedad,22.0,15,6,4,10,1,4,15,26.7,11,15,3,12,5,20,14,1,1.43,0.57,0.38,0.95,0.1,0.38,1.43,1.05,1.43,0.29,1.14,0.48,1.9,1.33,0.1
567,Christantus Uche,NGA,"FW,MF",Getafe,21.0,35,21,8,19,8,9,20,45.0,11,20,2,18,10,45,19,0,1.27,0.76,0.29,0.69,0.29,0.33,0.72,0.4,0.72,0.07,0.65,0.36,1.63,0.69,0.0
568,Naci Ünüvar,NED,"MF,DF",Espanyol,21.0,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,6.67,6.67,3.33,3.33,0.0,3.33,6.67,3.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0
569,Óscar Valentín,ESP,MF,Rayo Vallecano,29.0,55,41,21,20,14,33,76,43.4,43,36,8,28,21,76,51,2,2.7,2.01,1.03,0.98,0.69,1.62,3.73,2.11,1.76,0.39,1.37,1.03,3.73,2.5,0.1
570,Germán Valera,ESP,MF,Valencia,22.0,1,1,1,0,0,0,1,0.0,1,2,0,2,4,5,2,1,0.63,0.63,0.63,0.0,0.0,0.0,0.63,0.63,1.25,0.0,1.25,2.5,3.13,1.25,0.63
571,Martin Valjent,SVK,DF,Mallorca,28.0,30,21,22,7,1,15,25,60.0,10,32,21,11,18,48,195,1,0.98,0.68,0.72,0.23,0.03,0.49,0.81,0.33,1.04,0.68,0.36,0.59,1.56,6.35,0.03
572,Jesús Vallejo,ESP,DF,Real Madrid,27.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.33,5.33,0.0
573,Federico Valverde,URU,"MF,DF",Real Madrid,26.0,50,30,22,23,5,29,43,67.4,14,38,8,30,55,105,52,1,1.48,0.89,0.65,0.68,0.15,0.86,1.28,0.42,1.13,0.24,0.89,1.63,3.12,1.54,0.03
574,Siebe Van Der Heyden,BEL,"DF,MF",Mallorca,26.0,1,1,0,1,0,0,0,,0,1,0,1,2,3,3,0,0.91,0.91,0.0,0.91,0.0,0.0,0.0,0.0,0.91,0.0,0.91,1.82,2.73,2.73,0.0
575,Ruben Vargas,SUI,"FW,MF",Sevilla,25.0,7,4,1,5,1,3,8,37.5,5,9,0,9,3,10,10,0,0.93,0.53,0.13,0.67,0.13,0.4,1.07,0.67,1.2,0.0,1.2,0.4,1.33,1.33,0.0
576,José Luis García Vayá,ESP,MF,Valencia,25.0,43,25,24,13,6,19,33,57.6,14,23,6,17,19,62,42,0,2.22,1.29,1.24,0.67,0.31,0.98,1.7,0.72,1.19,0.31,0.88,0.98,3.2,2.16,0.0
577,Jesus Vazquez,ESP,DF,Valencia,21.0,23,18,12,9,2,10,19,52.6,9,16,5,11,10,33,30,0,2.25,1.76,1.18,0.88,0.2,0.98,1.86,0.88,1.57,0.49,1.08,0.98,3.24,2.94,0.0
578,Lucas Vázquez,ESP,DF,Real Madrid,33.0,58,34,33,17,8,27,48,56.3,21,24,6,18,17,75,35,1,2.39,1.4,1.36,0.7,0.33,1.11,1.98,0.86,0.99,0.25,0.74,0.7,3.09,1.44,0.04
579,Alejo Véliz,ARG,FW,Espanyol,20.0,1,1,0,1,0,1,7,14.3,6,12,2,10,4,5,23,1,0.08,0.08,0.0,0.08,0.0,0.08,0.56,0.48,0.96,0.16,0.8,0.32,0.4,1.84,0.08
580,Mikel Vesga,ESP,MF,Athletic Club,31.0,22,15,7,13,2,12,28,42.9,16,10,1,9,15,37,26,0,2.0,1.36,0.64,1.18,0.18,1.09,2.55,1.45,0.91,0.09,0.82,1.36,3.36,2.36,0.0
581,Carlos Vicente,ESP,"FW,MF",Alavés,25.0,47,31,26,11,10,25,64,39.1,39,34,2,32,14,61,40,0,1.37,0.9,0.76,0.32,0.29,0.73,1.86,1.13,0.99,0.06,0.93,0.41,1.77,1.16,0.0
582,Pau Victor,ESP,FW,Barcelona,22.0,3,1,0,2,1,0,3,0.0,3,6,1,5,2,5,5,0,0.86,0.29,0.0,0.57,0.29,0.0,0.86,0.86,1.71,0.29,1.43,0.57,1.43,1.43,0.0
583,Nacho Vidal,ESP,DF,Osasuna,29.0,2,0,0,1,1,1,4,25.0,3,1,0,1,0,2,6,0,1.43,0.0,0.0,0.71,0.71,0.71,2.86,2.14,0.71,0.0,0.71,0.0,1.43,4.29,0.0
584,Fran Vieites,ESP,GK,Betis,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
585,Sergio Viera,ESP,MF,Las Palmas,19.0,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,1,0,0.91,0.91,0.0,0.91,0.0,0.0,0.91,0.91,0.91,0.0,0.91,0.91,1.82,0.91,0.0
586,Asier Villalibre,ESP,FW,Alavés,26.0,2,2,0,1,1,1,2,50.0,1,1,0,1,1,3,7,0,0.54,0.54,0.0,0.27,0.27,0.27,0.54,0.27,0.27,0.0,0.27,0.27,0.81,1.89,0.0
587,Iván Villar,ESP,GK,Celta Vigo,27.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
588,Viti,ESP,DF,Las Palmas,26.0,71,46,43,21,7,31,45,68.9,14,28,7,21,27,98,61,0,3.23,2.09,1.95,0.95,0.32,1.41,2.05,0.64,1.27,0.32,0.95,1.23,4.45,2.77,0.0
589,Daniel Vivian,ESP,DF,Athletic Club,25.0,40,26,23,14,3,21,32,65.6,11,26,10,16,47,87,152,2,1.38,0.9,0.79,0.48,0.1,0.72,1.1,0.38,0.9,0.34,0.55,1.62,3.0,5.24,0.07
590,Krapyvtsov Vladyslav,UKR,GK,Girona,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
591,Iñaki Williams,GHA,FW,Athletic Club,30.0,17,10,4,8,5,12,23,52.2,11,34,5,29,12,29,32,0,0.58,0.34,0.14,0.27,0.17,0.41,0.78,0.37,1.15,0.17,0.98,0.41,0.98,1.08,0.0
592,Nico Williams,ESP,FW,Athletic Club,22.0,28,18,10,11,7,11,32,34.4,21,20,1,19,7,35,9,0,1.26,0.81,0.45,0.5,0.32,0.5,1.44,0.95,0.9,0.05,0.86,0.32,1.58,0.41,0.0
593,Axel Witsel,BEL,DF,Atlético Madrid,35.0,16,12,4,10,2,12,14,85.7,2,15,8,7,11,27,34,1,1.68,1.26,0.42,1.05,0.21,1.26,1.47,0.21,1.58,0.84,0.74,1.16,2.84,3.58,0.11
594,Lamine Yamal,ESP,FW,Barcelona,17.0,42,28,8,17,17,16,38,42.1,22,12,0,12,16,58,3,0,1.32,0.88,0.25,0.54,0.54,0.5,1.2,0.69,0.38,0.0,0.38,0.5,1.83,0.09,0.0
595,Daniel Yáñez,ESP,FW,Real Madrid,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Bertuğ Yıldırım,TUR,FW,Getafe,22.0,10,5,0,7,3,2,7,28.6,5,13,2,11,1,11,16,0,0.83,0.42,0.0,0.58,0.25,0.17,0.58,0.42,1.08,0.17,0.92,0.08,0.92,1.33,0.0
597,Arsen Zakharyan,RUS,"MF,FW",Real Sociedad,21.0,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0,1.25,1.25,1.25,0.0,0.0,1.25,1.25,0.0,1.25,1.25,0.0,1.25,2.5,0.0,0.0
598,Bryan Zaragoza,ESP,"FW,MF",Osasuna,23.0,13,9,8,4,1,6,21,28.6,15,10,0,10,4,17,8,0,0.64,0.44,0.39,0.2,0.05,0.29,1.03,0.74,0.49,0.0,0.49,0.2,0.83,0.39,0.0
599,Igor Zubeldia,ESP,DF,Real Sociedad,27.0,34,22,21,10,3,14,26,53.8,12,32,18,14,31,65,100,2,1.35,0.87,0.83,0.4,0.12,0.56,1.03,0.48,1.27,0.71,0.56,1.23,2.58,3.97,0.08
600,Martín Zubimendi,ESP,MF,Real Sociedad,25.0,73,37,31,29,13,28,44,63.6,16,42,16,26,44,117,79,3,2.22,1.12,0.94,0.88,0.4,0.85,1.34,0.49,1.28,0.49,0.79,1.34,3.56,2.4,0.09
