Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
501,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,180,90,5.3,2,2,90,2,0,,34,3,5,0,5,2.5,1.58,4.4,0.3,4.1,2.04,1.28,Matches
502,Matija Nastasić,rs SRB,DF,Leganés,31,1993,26,"2,110",81,61.7,23.4,24,85,20,2,39,4,0.96,25,41,-16,-0.68,-0.61,22.8,40.7,-17.9,-0.76,-0.38,Matches
503,Natan,br BRA,DF,Betis,23,2001,31,"2,175",70,63.6,24.2,23,90,23,8,13,5,1.55,36,36,0,0,-0.51,31.8,32.3,-0.5,-0.02,-0.34,Matches
504,Pau Navarro,es ESP,DF,Villarreal,19,2005,17,916,54,26.8,10.2,8,74,3,9,36,21,2.24,28,16,12,1.18,0.89,18.7,12.9,5.8,0.57,0.05,Matches
505,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,23,"1,278",56,37.4,14.2,15,71,0,8,27,2,1.48,13,13,0,0,0.38,16.5,14.2,2.3,0.16,0.6,Matches
506,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,15,424,28,12.4,4.7,3,66,0,12,19,3,1.47,5,6,-1,-0.21,0.15,6.9,6.2,0.6,0.13,0.29,Matches
507,Yvan Neyou,cm CMR,MF,Leganés,27,1997,30,"2,312",77,67.6,25.7,27,83,15,3,26,1,0.9,25,36,-11,-0.43,0.06,23.5,42.3,-18.8,-0.73,-0.36,Matches
508,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,6,518,86,15.1,5.8,6,86,4,0,,4,1.83,7,5,2,0.35,0.81,6.9,7,-0.1,-0.02,0.12,Matches
509,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,24,"1,553",65,45.4,17.3,17,80,8,7,27,2,1,14,20,-6,-0.35,-0.01,17.7,18.7,-1,-0.06,0.12,Matches
510,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,13,858,66,25.1,9.5,9,86,8,4,20,4,0.08,3,25,-22,-2.31,-0.83,8.4,16.9,-8.5,-0.9,-0.04,Matches
511,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,1,12,12,0.4,0.1,0,,0,1,12,0,0,0,0,0,0,-1,1.3,0,1.3,10.1,9.31,Matches
512,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,5,237,47,6.9,2.6,2,90,2,3,19,20,1.2,4,6,-2,-0.76,-0.53,4.6,3.3,1.3,0.48,0.63,Matches
513,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,24,"1,129",47,33,12.5,16,62,0,8,17,9,1.17,10,15,-5,-0.4,-0.44,12.3,17.7,-5.4,-0.43,-0.5,Matches
514,Lucas Núñez,es ESP,MF,Valencia,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
515,Unai Núñez,es ESP,DF,Athletic Club,27,1997,10,645,65,18.9,7.2,7,85,5,3,18,23,1.6,9,5,4,0.56,-0.12,8.5,7.4,1.1,0.15,-0.31,Matches
516,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,30,"2,673",89,78.2,29.7,30,89,29,0,,4,1.13,32,39,-7,-0.24,0.49,34.3,36.5,-2.2,-0.07,0.23,Matches
517,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,20,887,44,25.9,9.9,10,75,5,10,13,2,0.95,8,12,-4,-0.41,-0.37,7.1,11.5,-4.4,-0.45,-0.27,Matches
518,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,"3,240",90,94.7,36,36,90,36,0,,0,1.94,63,30,33,0.92,-1.58,60.2,33.1,27.1,0.75,-1.28,Matches
519,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,2,175,88,5.1,1.9,2,88,1,0,,0,0.5,3,3,0,0,0.36,2.8,2,0.7,0.37,0.52,Matches
520,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,2,43,22,1.3,0.5,0,,0,2,22,17,0,0,0,0,0,0.29,0.3,0.4,-0.1,-0.27,-0.24,Matches
521,Sixtus Ogbuehi,ng NGA,FW,Osasuna,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
522,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,1,8,8,0.2,0.1,0,,0,1,8,3,1,0,0,0,0,-0.53,0.3,0,0.3,3.39,2.86,Matches
523,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,1,54,54,1.6,0.6,1,54,0,0,,2,3,0,0,0,0,-0.67,0.2,0.3,-0.2,-0.32,-0.73,Matches
524,Olasagasti,es ESP,MF,Real Sociedad,23,2000,22,857,39,25.1,9.5,7,66,0,15,26,16,1.41,12,8,4,0.42,0.95,9.3,9.7,-0.3,-0.04,0,Matches
525,Brian Oliván,es ESP,DF,Espanyol,30,1994,17,"1,017",60,29.7,11.3,12,75,7,5,23,8,1,12,16,-4,-0.35,-0.09,9.5,14.2,-4.7,-0.41,0.14,Matches
526,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,"1,890",90,55.3,21,21,90,21,0,,0,0.57,12,45,-33,-1.57,0.25,16.8,38.4,-21.6,-1.03,-0.36,Matches
527,Alexis Olmedo,es ESP,DF,Barcelona,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
528,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,25,"1,212",48,35.4,13.5,13,66,0,12,30,2,2.28,40,10,30,2.23,0.88,36.5,16.4,20.1,1.49,0.29,Matches
529,Aimar Oroz,es ESP,MF,Osasuna,22,2001,37,"2,966",80,86.7,33,35,83,16,2,29,0,1.41,47,40,7,0.21,2.39,40,44.1,-4.1,-0.12,0.98,Matches
530,Ángel Ortíz,es ESP,DF,Betis,20,2004,5,353,71,10.3,3.9,4,86,3,1,9,2,1.4,8,6,2,0.51,0.36,5,5.8,-0.8,-0.2,-0.34,Matches
531,Eneko Ortiz,es ESP,MF,Alavés,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
532,Pedro Ortiz,es ESP,MF,Sevilla,23,2000,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
533,Asier Osambela,es ESP,MF,Osasuna,20,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
534,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,9,257,29,7.5,2.9,1,90,1,8,21,19,0.56,2,3,-1,-0.35,0.08,4.5,3.6,0.9,0.31,0.56,Matches
535,David Otorbi,es ESP,MF,Valencia,16,2007,1,14,14,0.4,0.2,0,,0,1,14,1,0,0,0,0,0,0.26,0,0.3,-0.3,-2,-1.78,Matches
536,Jesús Owono,gq EQG,GK,Alavés,23,2001,6,487,81,14.2,5.4,5,90,5,1,37,26,0.83,5,7,-2,-0.37,-0.12,5.4,4.4,1,0.18,0.34,Matches
537,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,35,"2,250",64,65.8,25,28,74,8,7,26,2,1.29,24,26,-2,-0.08,0.61,29.8,23.9,5.8,0.23,0.79,Matches
538,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,11,757,69,22.1,8.4,8,80,7,3,38,17,0.09,4,16,-12,-1.43,0.33,8.4,11.6,-3.2,-0.38,0.62,Matches
539,Cenk Özkacar,tr TUR,DF,Valencia,23,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
540,Fernando Pacheco,es ESP,GK,Espanyol,32,1992,0,,,,,0,,0,0,,30,,,,,,,,,,,,Matches
541,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,14,854,61,25,9.5,9,80,7,5,27,15,0.86,4,13,-9,-0.95,-0.88,7,13,-6.1,-0.64,-0.8,Matches
542,Alex Padilla,es ESP,GK,Athletic Club,20,2003,5,321,64,9.4,3.6,3,90,3,2,26,8,1,4,6,-2,-0.56,-1.34,4.8,5.6,-0.8,-0.21,-0.68,Matches
543,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,35,"2,162",62,63.2,24,25,78,10,10,21,0,1.43,26,27,-1,-0.04,0.17,29.2,29.7,-0.5,-0.02,0.2,Matches
544,Joaquín Panichelli,ar ARG,FW,Alavés,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
545,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,23,"1,812",79,53,20.1,21,85,16,2,15,11,1.57,32,20,12,0.6,-0.13,27.2,22.4,4.8,0.24,-0.34,Matches
546,Daniel Parejo,es ESP,MF,Villarreal,35,1989,36,"2,273",63,66.5,25.3,26,78,11,10,26,0,1.89,54,36,18,0.71,0.56,44.5,29.3,15.2,0.6,0.2,Matches
547,Iago Parente,es ESP,DF,Valladolid,18,2006,1,71,71,2.1,0.8,1,71,0,0,,4,0,0,0,0,0,1.72,0.3,0.7,-0.4,-0.54,0.33,Matches
548,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,8,408,51,11.9,4.5,4,67,0,4,35,2,0.88,7,7,0,0,0.39,7.5,3.6,3.8,0.85,1.1,Matches
549,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,12,460,38,13.5,5.1,4,80,2,8,18,2,1.92,10,6,4,0.78,0.3,7.4,6.7,0.7,0.15,-0.45,Matches
550,Pedri,es ESP,MF,Barcelona,21,2002,37,"2,879",78,84.2,32,35,81,15,2,21,0,2.3,77,30,47,1.47,-1.19,70.8,34.6,36.2,1.13,-1.09,Matches
551,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,31,"2,298",74,67.2,25.5,27,82,16,4,19,3,1,27,33,-6,-0.23,0.33,28.7,29.6,-0.9,-0.04,0.26,Matches
552,Pejiño,es ESP,FW,Las Palmas,28,1996,1,16,16,0.5,0.2,0,,0,1,16,7,1,0,0,0,0,0.56,0.1,0.1,0,-0.22,0.59,Matches
553,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,4,205,51,6,2.3,2,75,1,2,28,5,0.25,3,3,0,0,0.59,2.8,4,-1.2,-0.53,0.29,Matches
554,Iñaki Peña,es ESP,GK,Barcelona,25,1999,16,"1,396",87,40.8,15.5,15,90,15,1,46,22,1.69,36,18,18,1.16,-0.84,38.4,20.3,18.1,1.16,-0.24,Matches
555,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,25,775,31,22.7,8.6,7,67,1,18,17,11,1.28,9,12,-3,-0.35,-0.31,10.3,13.4,-3.1,-0.36,-0.13,Matches
556,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,28,"1,500",54,43.9,16.7,15,78,5,13,25,0,2.11,30,23,7,0.42,-0.19,27.5,23,4.4,0.27,-0.48,Matches
557,Peque,es ESP,"MF,FW",Sevilla,21,2002,26,"1,134",44,33.2,12.6,14,70,1,12,13,11,0.96,16,17,-1,-0.08,0.39,14.7,14.7,0.1,0,0.19,Matches
558,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,30,"1,970",66,57.6,21.9,22,80,9,8,27,0,1.93,37,25,12,0.55,0.05,36.1,25.3,10.9,0.49,-0.11,Matches
559,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,27,"1,431",53,41.8,15.9,15,74,4,12,27,11,0.89,15,17,-2,-0.13,0.01,16.3,17.4,-1.1,-0.07,0.31,Matches
560,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,26,570,22,16.7,6.3,4,53,0,22,16,5,1.54,5,9,-4,-0.63,-0.44,7.7,9.6,-2,-0.31,-0.1,Matches
561,Kike Pérez,es ESP,MF,Valladolid,27,1997,19,"1,191",63,34.8,13.2,14,75,2,5,27,1,0.79,7,25,-18,-1.36,0.5,11.5,21,-9.5,-0.72,0.23,Matches
562,Luis Pérez,es ESP,DF,Valladolid,29,1995,30,"2,558",85,74.8,28.4,28,89,27,2,39,4,0.53,20,65,-45,-1.58,0.4,26.3,47.2,-20.8,-0.73,0.53,Matches
563,Romain Perraud,fr FRA,DF,Betis,26,1997,28,"2,002",72,58.5,22.2,22,85,19,6,22,8,1.25,34,31,3,0.13,-0.12,33.4,34.2,-0.8,-0.03,-0.34,Matches
564,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,1,6,6,0.2,0.1,0,,0,1,6,4,0,0,1,-1,-15,-14.47,0.1,0.1,0,0.73,1.53,Matches
565,Pica,es ESP,DF,Alavés,22,2002,9,499,55,14.6,5.5,5,88,4,4,15,26,1,6,8,-2,-0.36,-0.11,6.4,7.1,-0.6,-0.12,-0.01,Matches
566,Lander Pinillos,es ESP,MF,Alavés,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
567,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,34,"1,934",57,56.5,21.5,25,69,1,9,24,1,1.79,43,28,15,0.7,0.4,37.4,22.7,14.7,0.68,0.34,Matches
568,Xavi Pleguezuelo,es ESP,DF,Betis,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
569,Jackson Porozo,ec ECU,DF,Leganés,23,2000,0,,,,,0,,0,0,,18,,,,,,,,,,,,Matches
570,Portu,es ESP,"FW,MF",Girona,32,1992,27,779,29,22.8,8.7,6,70,0,21,17,3,0.93,10,10,0,0,0.55,10.9,10.7,0.2,0.03,0.3,Matches
571,Beñat Prados,es ESP,MF,Athletic Club,23,2001,30,"1,715",57,50.1,19.1,21,71,5,9,25,5,1.8,22,14,8,0.42,-0.48,24.5,19.7,4.8,0.25,-0.3,Matches
572,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,24,456,19,13.3,5.1,3,72,1,21,11,8,1.38,7,6,1,0.2,0.5,7.7,6.9,0.8,0.16,0.43,Matches
573,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,35,"2,974",85,87,33,35,85,20,0,,0,1.03,30,42,-12,-0.36,-0.56,29.6,46.9,-17.3,-0.52,-0.11,Matches
574,Víctor Puig,es ESP,GK,Las Palmas,24,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
575,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,29,"1,879",65,54.9,20.9,24,74,6,5,20,5,1.14,25,27,-2,-0.1,0.78,22.1,32.2,-10.1,-0.48,0.29,Matches
576,Rafa,es ESP,GK,Sevilla,20,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
577,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,90,90,2.6,1,1,90,1,0,,9,0,1,2,-1,-1,0.7,0.7,0.7,0,0.03,0.92,Matches
578,Antonio Raillo,es ESP,DF,Mallorca,32,1991,36,"3,207",89,93.8,35.6,36,89,34,0,,0,1.25,31,38,-7,-0.2,0.65,36.2,43.8,-7.5,-0.21,0.01,Matches
579,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,19,478,25,14,5.3,2,61,0,17,21,10,0.84,7,8,-1,-0.19,0.42,6.4,10.5,-4.2,-0.79,0.01,Matches
580,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,31,"2,034",66,59.5,22.6,25,75,6,6,28,1,0.94,26,33,-7,-0.31,0.6,21.8,39.8,-18,-0.8,0.01,Matches
581,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,3,204,68,6,2.3,2,90,2,1,24,13,3,4,3,1,0.44,-0.65,5.1,2.5,2.7,1.18,0.34,Matches
582,Pablo Ramon,es ESP,DF,Espanyol,23,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
583,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,36,"2,839",79,83,31.5,32,84,23,4,35,1,2.28,85,31,54,1.71,0.32,75.3,36.1,39.2,1.24,-0.36,Matches
584,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,35,"3,065",88,89.6,34.1,34,89,31,1,34,1,1.37,37,41,-4,-0.12,-0.12,42.1,44.2,-2.1,-0.06,0.3,Matches
585,Raúl,es ESP,"FW,MF",Osasuna,23,2000,32,750,23,21.9,8.3,5,66,0,27,16,2,1.25,9,13,-4,-0.48,-0.48,9.7,15.9,-6.2,-0.74,-0.62,Matches
586,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,8,385,48,11.3,4.3,4,75,1,4,22,10,1.25,6,7,-1,-0.23,0.03,4.3,5.7,-1.4,-0.32,-0.23,Matches
587,Alejandro Rego,es ESP,MF,Athletic Club,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
588,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,"3,240",90,94.7,36,36,90,36,0,,2,1.28,35,43,-8,-0.22,1.28,41,40.8,0.2,0.01,0.84,Matches
589,Daniel Requena,es ESP,MF,Villarreal,20,2004,1,10,10,0.3,0.1,0,,0,1,10,1,3,0,1,-1,-9,-9.55,0,0.1,-0.1,-0.7,-1.24,Matches
590,Diego Rico,es ESP,DF,Getafe,31,1993,33,"2,819",85,82.4,31.3,32,88,30,1,4,1,1.18,32,30,2,0.06,1.11,31.2,36.6,-5.3,-0.17,0.45,Matches
591,Luis Rioja,es ESP,FW,Alavés,30,1993,1,23,23,0.7,0.3,0,,0,1,23,0,0,0,1,-1,-3.91,-3.67,1.2,0.4,0.8,3.08,3.21,Matches
592,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,36,"2,831",79,82.8,31.5,33,83,15,3,29,0,1.19,37,41,-4,-0.13,0.79,35.2,37.9,-2.7,-0.09,0.82,Matches
593,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,16,516,32,15.1,5.7,4,72,1,12,19,19,2.13,13,5,8,1.4,0.47,12.2,3.8,8.3,1.45,0.74,Matches
594,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,5,69,14,2,0.8,0,,0,5,14,6,0.6,2,0,2,2.61,2.8,1.6,0.7,0.9,1.13,1.41,Matches
595,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,10,429,43,12.5,4.8,6,64,0,4,11,17,1.8,7,5,2,0.42,0.42,6.2,5,1.2,0.26,-0.03,Matches
596,Mario Rivas,es ESP,DF,Real Madrid,17,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
597,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,1,20,20,0.6,0.2,0,,0,1,20,1,0,0,0,0,0,0.13,0.2,0.5,-0.3,-1.35,-1.11,Matches
598,Joel Roca,es ESP,FW,Girona,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
599,Marc Roca,es ESP,MF,Betis,27,1996,14,906,65,26.5,10.1,11,76,5,3,25,1,1.36,12,10,2,0.2,0.02,15.2,10.5,4.7,0.47,0.49,Matches
600,Rodri,es ESP,FW,Betis,24,2000,3,118,39,3.5,1.3,1,71,0,2,24,0,0.67,0,2,-2,-1.53,-1.77,1.4,2.6,-1.3,-0.97,-1.11,Matches
601,Adrián Rodriguez,es ESP,DF,Valladolid,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
602,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,2,122,61,3.6,1.4,1,90,1,1,32,23,2,2,2,0,0,0.27,1.7,2.9,-1.2,-0.91,-0.82,Matches
603,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,22,852,39,24.9,9.5,7,68,0,15,25,8,1.05,5,9,-4,-0.42,-0.39,8.4,13.1,-4.8,-0.5,-0.34,Matches
604,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,29,"1,330",46,38.9,14.8,12,75,5,17,25,5,0.97,15,21,-6,-0.41,0.07,14.7,21.9,-7.2,-0.49,0.21,Matches
605,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,1,21,21,0.6,0.2,0,,0,1,21,0,0,0,1,-1,-4.29,-3.76,0,0.9,-0.8,-3.59,-2.8,Matches
606,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,17,927,55,27.1,10.3,10,78,6,7,21,19,1.35,20,20,0,0,-0.07,14.4,13.7,0.7,0.07,-0.29,Matches
607,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,37,"2,162",58,63.2,24,26,74,1,11,22,0,1.3,21,31,-10,-0.42,-0.49,22.2,26.1,-3.9,-0.16,0.14,Matches
608,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,1,37,37,1.1,0.4,1,37,0,0,,0,3,0,1,-1,-2.43,-4.14,0.6,0.3,0.3,0.68,-0.63,Matches
609,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,6,140,23,4.1,1.6,1,63,0,5,15,5,1.33,4,2,2,1.29,1.45,1.9,2.4,-0.6,-0.36,-0.28,Matches
610,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,36,"2,514",70,73.5,27.9,26,85,20,10,29,1,1.53,44,40,4,0.14,0.34,39.4,31.3,8.1,0.29,0.02,Matches
611,Jesus Rodríguez,es ESP,FW,Betis,18,2005,21,"1,111",53,32.5,12.3,15,67,0,6,17,3,1.71,20,14,6,0.49,0.45,15.9,14.5,1.5,0.12,0.02,Matches
612,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,21,"1,758",84,51.4,19.5,21,84,9,0,,0,1.1,22,29,-7,-0.36,0.4,17.1,36.7,-19.7,-1.01,-0.42,Matches
613,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,18,"1,274",71,37.3,14.2,15,79,9,3,30,17,1.83,21,16,5,0.35,0.27,20.5,14.6,5.9,0.42,0.5,Matches
614,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,30,"1,928",64,56.4,21.4,22,76,5,8,33,1,2.2,42,17,25,1.17,0.26,39.6,22.2,17.5,0.82,-0.09,Matches
615,Leo Román,es ESP,GK,Mallorca,24,2000,7,630,90,18.4,7,7,90,7,0,,31,1,5,10,-5,-0.71,-0.59,6.5,14.6,-8.1,-1.15,-1.15,Matches
616,Miguel Román,es ESP,MF,Celta Vigo,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
617,Carlos Romero,es ESP,DF,Espanyol,22,2001,34,"2,554",75,74.7,28.4,28,84,19,6,32,2,1.12,29,39,-10,-0.35,-0.25,25.4,41.2,-15.8,-0.56,-0.18,Matches
618,Elías Romero,es ESP,FW,Las Palmas,20,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
619,Isaac Romero,es ESP,FW,Sevilla,24,2000,31,"2,156",70,63,24,26,78,8,5,27,1,0.97,27,37,-10,-0.42,-0.2,25.3,33.1,-7.8,-0.32,-0.54,Matches
620,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,6,199,33,5.8,2.2,2,58,0,4,21,12,0.83,3,5,-2,-0.9,-0.68,2,3.7,-1.7,-0.77,-0.7,Matches
621,Oriol Romeu,es ESP,MF,Girona,32,1991,25,"1,356",54,39.6,15.1,17,70,6,8,21,5,1.2,18,27,-9,-0.6,-0.29,16,19.1,-3.1,-0.2,0.01,Matches
622,Vitor Roque,br BRA,FW,Betis,19,2005,22,"1,235",56,36.1,13.7,14,74,3,8,24,0,1.45,18,23,-5,-0.36,-0.86,19.1,19.5,-0.4,-0.03,-0.21,Matches
623,Valentin Rosier,fr FRA,DF,Leganés,27,1996,32,"2,595",81,75.9,28.8,28,89,27,4,26,2,0.75,24,45,-21,-0.73,-1.16,26.6,46.4,-19.8,-0.69,-0.3,Matches
624,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,29,"2,291",79,67,25.5,26,87,24,3,14,1,2.21,54,25,29,1.14,0.26,48.1,26.5,21.6,0.85,-0.02,Matches
