Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
121,William Carvalho,pt POR,MF,Betis,32,1992,5.4,1.67,1.11,0.56,1.11,0,0.74,1.11,66.7,0.37,1.11,0.37,0.74,0.56,2.22,1.11,0,Matches
122,Marc Casado,es ESP,MF,Barcelona,20,2003,17.9,2.46,1.4,0.39,1.68,0.39,1.12,2.29,48.8,1.17,1.12,0.28,0.84,1.23,3.69,1.23,0.06,Matches
123,Catena,es ESP,DF,Osasuna,29,1994,34.2,1.35,0.82,0.99,0.29,0.06,0.79,1.29,61.4,0.5,1.17,0.73,0.44,1.02,2.37,6.46,0.06,Matches
124,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1,1,1,1,0,0,1,1,100,0,2,1,1,1,2,4,0,Matches
125,Dani Ceballos,es ESP,MF,Real Madrid,27,1996,13.5,3.04,1.56,1.26,1.33,0.44,1.48,2.96,50,1.48,1.19,0.3,0.89,1.04,4.07,0.74,0.15,Matches
126,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,30,1994,3,2.67,1,0.67,2,0,1,2.67,37.5,1.67,1.33,0,1.33,2.67,5.33,2.33,0,Matches
127,Raúl Chasco,es ESP,DF,Valladolid,20,2003,1.4,2.86,0.71,2.14,0.71,0,1.43,2.86,50,1.43,0.71,0,0.71,1.43,4.29,1.43,0,Matches
128,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,26,1998,28.7,1.6,1.25,1.05,0.49,0.07,0.98,1.57,62.2,0.59,1.22,0.31,0.91,1.05,2.65,3.76,0.03,Matches
129,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,7.1,0.7,0,0.14,0.14,0.42,0,0.14,0,0.14,0.56,0,0.56,0.14,0.85,0.85,0,Matches
130,Chema,es ESP,MF,Real Madrid,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,Matches
131,Julián Chicco,ar ARG,"MF,DF",Leganés,26,1998,3.4,3.24,2.06,0.88,1.76,0.59,1.47,2.35,62.5,0.88,0.59,0,0.59,1.18,4.41,2.94,0,Matches
132,Chiquinho,pt POR,"MF,FW",Mallorca,24,2000,1.6,0.63,0,0,0.63,0,0,4.38,0,4.38,1.88,0,1.88,1.25,1.88,0,0,Matches
133,Andreas Christensen,dk DEN,DF,Barcelona,28,1996,2.8,2.14,1.43,1.43,0.36,0.36,1.43,1.43,100,0,0.71,0,0.71,1.43,3.57,3.21,0,Matches
134,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,25.9,0.04,0,0.04,0,0,0.04,0.15,25,0.12,0,0,0,0,0.04,0.42,0.08,Matches
135,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,1994,23.8,2.06,1.01,1.09,0.92,0.04,0.84,1.72,48.8,0.88,1.3,0.42,0.88,1.68,3.74,2.56,0.13,Matches
136,Seydouba Cissé,gn GUI,MF,Leganés,23,2001,27.1,2.18,1.37,0.66,1,0.52,0.85,1.85,46,1,0.92,0.04,0.89,0.44,2.62,1.66,0.04,Matches
137,Silvi Clúa,es ESP,MF,Girona,19,2005,1.8,4.44,3.89,2.22,1.67,0.56,2.22,3.33,66.7,1.11,0.56,0,0.56,1.11,5.56,3.33,0,Matches
138,Eray Cömert,ch SUI,"DF,MF",Valladolid,26,1998,19.8,1.21,0.71,0.76,0.45,0,0.61,1.06,57.1,0.45,1.41,0.76,0.66,1.21,2.42,3.79,0.1,Matches
139,Santi Comesaña,es ESP,MF,Villarreal,27,1996,28.4,2.99,1.73,1.55,1.13,0.32,1.48,2.68,55.3,1.2,1.97,0.77,1.2,0.67,3.66,1.97,0.04,Matches
140,Diego Conde,es ESP,GK,Villarreal,25,1998,21.8,0.09,0.09,0.09,0,0,0.09,0.18,50,0.09,0,0,0,0.05,0.14,0.41,0.09,Matches
141,Tomás Conechny,ar ARG,"FW,MF",Alavés,26,1998,9.4,1.6,1.28,0.64,0.74,0.21,0.96,2.87,33.3,1.91,1.49,0.21,1.28,0.64,2.23,1.06,0,Matches
142,Copete,es ESP,DF,Mallorca,24,1999,17,1.71,1,1.06,0.59,0.06,0.65,0.71,91.7,0.06,1.41,0.94,0.47,1,2.71,7.24,0.12,Matches
143,Iker Córdoba,es ESP,DF,Valencia,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
144,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,29,1995,8.9,1.01,0.34,0.45,0.11,0.45,0.56,1.69,33.3,1.12,1.12,0,1.12,0.45,1.46,0.9,0,Matches
145,Thierry Correia,pt POR,DF,Valencia,25,1999,8.5,3.18,2.12,2.24,0.59,0.35,1.53,2.71,56.5,1.18,1.18,0.12,1.06,0.47,3.65,2.12,0,Matches
146,Coba da Costa,es ESP,"MF,FW",Getafe,22,2002,11.2,2.59,1.16,0.8,1.43,0.36,1.16,2.32,50,1.16,2.14,0,2.14,0.71,3.3,0.89,0,Matches
147,Logan Costa,cv CPV,DF,Villarreal,23,2001,28.7,1.32,0.73,0.87,0.42,0.03,0.84,1.01,82.8,0.17,0.87,0.49,0.38,0.73,2.06,4.01,0.07,Matches
148,Samu Costa,pt POR,MF,Mallorca,23,2000,29.4,3.06,1.5,1.53,1.43,0.1,1.19,2.69,44.3,1.5,1.63,0.51,1.12,1.09,4.15,2.89,0.03,Matches
149,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,0,0,0,0,0,0,0,,0,0,0,0,0.03,0.03,0.5,0.03,Matches
150,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,16.6,1.57,0.84,0.66,0.78,0.12,0.9,1.45,62.5,0.54,0.9,0.24,0.66,0.54,2.11,4.1,0,Matches
151,Juan Cruz,es ESP,"FW,MF",Leganés,24,2000,25.1,1.27,0.76,0.56,0.64,0.08,0.68,1.39,48.6,0.72,0.72,0.08,0.64,0.52,1.79,1.24,0,Matches
152,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,29.1,1.17,0.79,0.72,0.34,0.1,0.65,1.03,63.3,0.38,0.41,0.31,0.1,0.55,1.72,2.96,0.03,Matches
153,Cucho,co COL,FW,Betis,25,1999,12.7,1.18,0.79,0.16,0.39,0.63,0.47,0.87,54.5,0.39,1.02,0.08,0.94,0.55,1.73,0.31,0,Matches
154,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,2.2,0.91,0.45,0,0.45,0.45,0,0.45,0,0.45,0.45,0,0.45,0,0.91,0,0,Matches
155,Arnaut Danjuma,nl NED,"FW,MF",Girona,27,1997,14.8,0.54,0.41,0.2,0.2,0.14,0.14,0.47,28.6,0.34,0.34,0.07,0.27,0.14,0.68,0.27,0,Matches
156,Sergi Darder,es ESP,"MF,FW",Mallorca,30,1993,30.5,1.31,0.85,0.49,0.52,0.3,0.56,1.51,37,0.95,0.62,0.03,0.59,0.52,1.84,0.75,0.03,Matches
157,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,23.4,1.41,1.11,0.51,0.68,0.21,0.6,1.41,42.4,0.81,1.07,0.09,0.98,0.26,1.67,0.64,0.13,Matches
158,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,7.3,1.1,0.41,1.1,0,0,0.55,0.82,66.7,0.27,1.1,0.82,0.27,1.51,2.6,7.67,0,Matches
159,Assane Diao,sn SEN,FW,Betis,18,2005,3.1,1.61,0.97,0.32,0.97,0.32,1.29,2.9,44.4,1.61,0.97,0,0.97,0,1.61,0.97,0,Matches
160,Moussa Diarra,ml MLI,DF,Alavés,23,2000,20.7,1.93,1.16,0.92,0.87,0.14,0.82,1.4,58.6,0.58,0.72,0.24,0.48,1.01,2.95,2.22,0.05,Matches
161,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,15.4,1.62,1.23,0.58,0.84,0.19,0.45,1.23,36.8,0.78,1.04,0.06,0.97,0.26,1.88,0.13,0.06,Matches
162,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,0.1,10,10,10,0,0,0,0,,0,10,0,10,0,10,0,0,Matches
163,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,13.5,1.7,1.11,0.52,1.04,0.15,1.04,3.04,34.1,2,1.19,0,1.19,0.52,2.22,0.52,0.07,Matches
164,Diego,es ESP,FW,Leganés,24,2000,13.3,0.08,0.08,0,0,0.08,0.08,0.53,14.3,0.45,0.3,0.08,0.23,0.15,0.23,0.83,0,Matches
165,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.75,0.25,Matches
166,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,6.1,2.3,1.48,0.16,1.31,0.82,0.82,2.46,33.3,1.64,1.31,0,1.31,1.31,3.61,0.98,0,Matches
167,Álvaro djaló,es ESP,FW,Athletic Club,24,1999,7.3,1.1,0.68,0.41,0.27,0.41,0.14,0.41,33.3,0.27,0.55,0,0.55,0.14,1.23,0.55,0,Matches
168,Djené,tg TOG,"DF,MF",Getafe,32,1991,28.3,0.88,0.46,0.42,0.39,0.07,0.42,1.13,37.5,0.71,0.64,0.28,0.35,0.74,1.63,3.78,0.11,Matches
169,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,0.03,0.03,0.03,0,0,0.03,0.06,50,0.03,0,0,0,0,0.03,0.84,0.09,Matches
170,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,3.4,1.18,1.18,0.59,0.29,0.29,0.59,1.47,40,0.88,0.59,0,0.59,0,1.18,0.59,0,Matches
171,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,13.1,1.76,0.84,1.07,0.69,0,1.15,1.6,71.4,0.46,1.22,0.84,0.38,0.99,2.75,6.11,0.08,Matches
172,Israel Domínguez,es ESP,FW,Sevilla,21,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
173,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,1.9,0.53,0.53,0.53,0,0,0,0,,0,0,0,0,1.58,2.11,3.68,0,Matches
174,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,7.8,1.15,0.51,0.26,0.77,0.13,0.38,0.77,50,0.38,0.64,0.26,0.38,0.38,1.54,0.77,0,Matches
175,Domingos Duarte,pt POR,DF,Getafe,29,1995,20.7,1.35,0.72,1.06,0.19,0.1,0.82,1.01,81,0.19,1.35,0.77,0.58,0.87,2.22,7.34,0.05,Matches
176,Duk,cv CPV,"MF,FW",Leganés,24,2000,2,4,2,1.5,1.5,1,1.5,2.5,60,1,2,0,2,0.5,4.5,1,0,Matches
177,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,15.5,1.1,0.58,0.26,0.45,0.39,0.32,1.03,31.3,0.71,0.77,0.19,0.58,0.52,1.61,1.16,0,Matches
178,Hugo Duro,es ESP,FW,Valencia,24,1999,24.1,0.54,0.33,0.17,0.29,0.08,0.21,0.54,38.5,0.33,0.46,0.08,0.37,0.41,0.95,0.46,0,Matches
179,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,10.7,1.78,1.21,0.75,0.84,0.19,0.84,1.87,45,1.03,1.12,0,1.12,0.47,2.24,0.75,0,Matches
180,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,16.2,1.23,0.68,0.93,0.19,0.12,0.68,1.17,57.9,0.49,1.05,0.74,0.31,0.68,1.91,5.93,0,Matches
181,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,17.9,2.29,1.12,0.95,0.95,0.39,1.01,2.63,38.3,1.62,1.01,0.06,0.95,0.73,3.02,0.78,0.11,Matches
182,Endrick,br BRA,FW,Real Madrid,18,2006,4,0.25,0.25,0.25,0,0,0.25,0.75,33.3,0.5,0,0,0,1,1.25,0.25,0,Matches
183,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,9.3,4.41,2.58,3.33,0.86,0.22,2.8,5.05,55.3,2.26,2.04,0.65,1.4,1.29,5.7,3.44,0.11,Matches
184,Dario Essugo,pt POR,MF,Las Palmas,19,2005,21.5,2.74,2.09,1.3,1.21,0.23,1.3,2.14,60.9,0.84,1.3,0.51,0.79,1.95,4.7,2.19,0.33,Matches
185,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,0.4,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,2.5,0,Matches
186,Karl Etta,cm CMR,"MF,FW",Villarreal,20,2003,0.4,0,0,0,0,0,0,2.5,0,2.5,2.5,0,2.5,0,0,0,0,Matches
187,Edu Expósito,es ESP,MF,Espanyol,27,1996,11.6,1.98,1.12,0.78,1.12,0.09,0.78,1.98,39.1,1.21,0.26,0,0.26,1.29,3.28,1.81,0.17,Matches
188,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,22,1.68,1.14,0.77,0.73,0.18,0.68,1.23,55.6,0.55,1,0.14,0.86,0.32,2,0.86,0,Matches
189,Ansu Fati,es ESP,FW,Barcelona,21,2002,2.6,1.54,0.38,0,0.77,0.77,0.38,0.77,50,0.38,0.38,0,0.38,0.38,1.92,0,0.38,Matches
190,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,1.5,1,0.5,0.5,0.5,0.5,1,50,0.5,1,0,1,0,1.5,0,0,Matches
191,Kiko Femenía,es ESP,DF,Villarreal,33,1991,24.7,2.02,1.38,1.38,0.57,0.08,1.34,2.31,57.9,0.97,0.85,0.4,0.45,1.62,3.64,2.51,0.12,Matches
192,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
193,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,8.3,0,0,0,0,0,0,0.12,0,0.12,0,0,0,0,0,0.84,0,Matches
194,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,1.1,0,0,0,0,0,0,0,,0,0,0,0,1.82,1.82,8.18,0,Matches
195,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,16.6,0.24,0.24,0.12,0.06,0.06,0,0.3,0,0.3,0.54,0.06,0.48,0.18,0.42,1.57,0,Matches
196,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,3.4,2.35,2.06,0.88,0.59,0.88,1.47,2.06,71.4,0.59,0.88,0.29,0.59,0,2.35,0.29,0,Matches
197,André Ferreira,pt POR,GK,Valladolid,28,1996,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.67,0.33,Matches
198,Mateo Flores,es ESP,MF,Betis,20,2004,1.7,1.76,0.59,1.76,0,0,0.59,0.59,100,0,0.59,0,0.59,1.18,2.94,1.76,0,Matches
199,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,20.3,1.03,0.64,0.59,0.3,0.15,0.49,1.48,33.3,0.99,1.18,0.2,0.99,1.13,2.17,0.74,0.05,Matches
200,Héctor Fort,es ESP,DF,Barcelona,17,2006,6.5,2,1.23,0.92,0.62,0.46,1.54,2.46,62.5,0.92,1.85,0,1.85,0.92,2.92,2.46,0,Matches
201,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,25.5,1.88,1.22,1.14,0.51,0.24,0.94,1.41,66.7,0.47,0.82,0.2,0.63,0.63,2.51,3.37,0.04,Matches
202,Juan Foyth,ar ARG,DF,Villarreal,26,1998,16.9,1.48,0.89,0.89,0.36,0.24,0.65,0.95,68.8,0.3,1.54,1.01,0.53,1.12,2.6,7.04,0.18,Matches
203,Fran,es ESP,GK,Real Madrid,19,2005,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
204,Alejandro Francés,es ESP,DF,Girona,21,2002,13,2.77,1.85,1.69,1,0.08,2.15,3.08,70,0.92,1.31,0.62,0.69,1.31,4.08,4,0,Matches
205,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,6.8,2.5,1.32,1.32,0.88,0.29,1.32,1.91,69.2,0.59,1.03,0.15,0.88,0.74,3.24,1.76,0,Matches
206,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,27.7,1.34,0.76,0.58,0.47,0.29,0.51,1.66,30.4,1.16,0.79,0,0.79,0.69,2.02,0.87,0.04,Matches
207,Darío Fuentes,es ESP,DF,Sevilla,21,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
208,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,11.1,1.71,0.99,0.45,0.72,0.54,1.35,2.52,53.6,1.17,1.17,0.27,0.9,0.36,2.07,1.53,0,Matches
209,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,19.8,2.58,1.57,1.57,0.76,0.25,1.26,2.47,51,1.21,0.66,0.15,0.51,0.61,3.18,2.37,0,Matches
210,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,16.4,2.2,1.34,0.67,1.04,0.49,1.22,1.89,64.5,0.67,0.67,0.24,0.43,0.98,3.17,0.85,0.12,Matches
211,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,18.1,2.49,1.77,0.88,1.05,0.55,1.22,2.71,44.9,1.49,1.27,0.28,0.99,1.1,3.59,1.27,0,Matches
212,Facundo Garcés,ar ARG,DF,Alavés,24,1999,7.5,0.8,0.27,0.53,0.27,0,0.4,0.67,60,0.27,1.07,0.8,0.27,0.67,1.47,6.8,0,Matches
213,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,28.4,1.16,0.85,0.67,0.28,0.21,0.42,1.09,38.7,0.67,1.09,0,1.09,1.13,2.29,1.48,0.04,Matches
214,Eric García,es ESP,"DF,MF",Barcelona,23,2001,17.4,2.18,1.21,0.63,1.38,0.17,1.15,1.67,69,0.52,1.38,0.46,0.92,0.8,2.99,2.36,0,Matches
215,Fran Garcia,es ESP,DF,Real Madrid,24,1999,24.1,2.12,1.49,1.2,0.66,0.25,1.16,2.12,54.9,0.95,1.12,0.21,0.91,1.16,3.28,2.78,0.04,Matches
216,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,0.6,0,0,0,0,0,0,0,,0,1.67,0,1.67,0,0,0,0,Matches
217,Joan García,es ESP,GK,Espanyol,23,2001,38,0,0,0,0,0,0,0.03,0,0.03,0.03,0,0.03,0,0,0.47,0.11,Matches
218,Pablo Garcia,es ESP,FW,Betis,17,2006,0.4,0,0,0,0,0,0,0,,0,2.5,0,2.5,0,0,0,0,Matches
219,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,26.8,1.94,1.16,0.75,0.78,0.41,0.97,2.24,43.3,1.27,1.38,0.11,1.27,0.56,2.5,1.27,0.04,Matches
220,Unai García,es ESP,DF,Osasuna,32,1992,0.7,0,0,0,0,0,0,0,,0,1.43,0,1.43,0,0,1.43,0,Matches
221,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,10.5,1.81,1.52,1.52,0.29,0,0.86,1.24,69.2,0.38,1.62,0.57,1.05,2.48,4.29,5.71,0,Matches
222,Gavi,es ESP,"MF,FW",Barcelona,19,2004,12.1,2.48,1.74,0.83,1.24,0.41,1.24,2.15,57.7,0.91,1.16,0.08,1.07,0.83,3.31,0.58,0,Matches
223,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,35.5,0.03,0.03,0.03,0,0,0.03,0.03,100,0,0.03,0,0.03,0,0.03,0.48,0.08,Matches
224,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,19.1,1.78,1.05,0.52,0.79,0.47,0.73,1.57,46.7,0.84,1.26,0,1.26,0.52,2.3,0.47,0.21,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,5.9,0.51,0.34,0,0,0.51,0,0,,0,0.17,0,0.17,0.34,0.85,0.68,0,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,8.8,1.48,1.02,0.45,0.8,0.23,0.45,0.91,50,0.45,0.57,0.23,0.34,0.68,2.16,0.8,0.11,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,7.4,1.08,0.68,0.95,0.14,0,0.27,0.41,66.7,0.14,1.62,1.08,0.54,0.95,2.03,5.14,0,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,30.4,2.34,1.28,0.99,0.95,0.39,0.99,1.84,53.6,0.86,1.45,0.1,1.35,0.63,2.96,0.99,0.07,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,14.3,0.84,0.56,0.21,0.49,0.14,0.28,0.49,57.1,0.21,0.91,0.07,0.84,0.14,0.98,1.05,0.07,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,0.6,0,0,0,0,0,0,1.67,0,1.67,0,0,0,0,0,0,0,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,5.3,2.08,1.13,0.38,0.94,0.75,1.13,1.7,66.7,0.57,1.51,0,1.51,0.38,2.45,0.94,0,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,15.3,3.01,1.83,1.57,1.37,0.07,1.83,2.88,63.6,1.05,1.76,0.78,0.98,0.52,3.53,2.55,0.07,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,0.5,0,0,0,0,0,0,0,,0,2,2,0,0,0,0,0,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,2.85,1.7,1.88,0.55,0.42,1.82,2.73,66.7,0.91,1.09,0.12,0.97,1.09,3.94,3.76,0,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,6.3,3.97,2.54,1.75,2.22,0,1.43,2.7,52.9,1.27,1.43,0.16,1.27,0.79,4.76,2.06,0,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.42,0.03,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,1.09,0.62,0.47,0.47,0.15,0.26,1.06,24.1,0.8,0.73,0.04,0.69,0.22,1.31,0.84,0.04,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,6.9,1.59,1.01,1.01,0.43,0.14,1.01,2.17,46.7,1.16,1.74,0.29,1.45,0.58,2.17,0.72,0.14,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.62,0.09,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,4,1.25,0.75,0,1.25,0,0.5,0.75,66.7,0.25,0.25,0,0.25,0.25,1.5,0.5,0,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,27.7,1.52,0.87,0.58,0.79,0.14,0.76,1.26,60,0.51,0.97,0.36,0.61,0.97,2.49,3.39,0.04,Matches
