Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,2.16,1.15,0.68,1.08,0.41,0.95,2.16,43.8,1.22,0.68,0.07,0.61,1.35,3.51,1.35,0,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,1.36,0.87,0.29,0.97,0.1,0.58,1.55,37.5,0.97,0.58,0.1,0.49,0.68,2.04,1.26,0,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,2.04,1.21,0.75,0.88,0.42,0.58,1.13,51.9,0.54,0.92,0.13,0.79,0.5,2.54,1.25,0,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,0,0,0,0,0,0,0,,0,2.5,0,2.5,0,0,0,0,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,1.88,1.25,0.63,1.25,0,0,1.25,0,1.25,1.25,0,1.25,0.63,2.5,0,0,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,1.9,1.36,1.25,0.61,0.04,1.18,1.68,70.2,0.5,1.04,0.36,0.68,1.18,3.08,3.44,0.07,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,1.3,1.14,0.49,0.49,0.33,0.41,1.46,27.8,1.06,1.3,0,1.3,0.49,1.79,0.24,0,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,1.69,0.87,0.62,0.92,0.15,1.13,2.21,51.2,1.08,1.13,0.21,0.92,0.51,2.21,1.08,0,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,1.97,1.06,1.13,0.35,0.49,1.2,1.83,65.4,0.63,0.7,0.07,0.63,0.56,2.54,3.59,0,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,0.98,0.65,0.65,0.23,0.09,0.33,1.07,30.4,0.75,0.84,0.05,0.79,0.51,1.5,0.42,0,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.86,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,2.57,1.65,1.73,0.56,0.28,1.58,2.89,54.9,1.3,1.76,0.53,1.23,1.06,3.63,3.59,0.04,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,0.54,0.29,0.17,0.17,0.21,0.13,0.67,18.8,0.54,0.75,0.04,0.71,0.29,0.83,1.13,0,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,1.82,1.82,0.45,0.45,0.91,0.91,1.36,66.7,0.45,0.91,0,0.91,0.45,2.27,0,0,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,2.52,1.66,0.93,1.26,0.33,0.93,1.72,53.8,0.79,1.46,0.53,0.93,0.79,3.31,1.32,0.26,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,0.8,0.44,0.07,0.44,0.29,0.07,0.36,20,0.29,0.36,0,0.36,0.51,1.31,0.29,0,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,2.5,1.81,1.67,0.56,0.28,1.49,2.36,63.2,0.87,1.39,0.52,0.87,1.81,4.31,5.17,0.07,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,0.78,0.51,0.55,0.24,0,0.43,0.59,73.3,0.16,0.86,0.55,0.31,0.35,1.14,3.76,0.04,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,2.19,1.58,1.51,0.27,0.41,1.71,3.22,53.2,1.51,1.37,0.34,1.03,0.96,3.15,2.74,0.07,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,0.4,0.13,0.13,0.13,0.13,0.13,0.33,40,0.2,0.47,0.13,0.33,0.33,0.73,0.47,0,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,0,0,0,0,0,0,0,,0,10,5,5,5,5,0,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,2.27,1.42,1.19,0.85,0.23,1.36,1.82,75,0.45,1.19,0.23,0.97,0.74,3.01,2.27,0,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,1.09,0.54,0.33,0.54,0.22,0.43,0.65,66.7,0.22,0.76,0,0.76,0.11,1.2,0.76,0,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,0.8,0.4,0.4,0.4,0,0.4,0.8,50,0.4,1.2,0.4,0.8,0.4,1.2,0.8,0,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,1.97,1.22,0.96,0.96,0.05,0.59,1.06,55,0.48,1.38,0.9,0.48,1.33,3.3,8.56,0,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,6,2,4,2,0,4,4,100,0,0,0,0,0,6,0,0,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,1.89,1.12,0.96,0.64,0.28,1.08,1.85,58.7,0.76,1.04,0.56,0.48,1.29,3.17,5.86,0,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,1.35,0.92,0.61,0.55,0.18,0.61,0.86,71.4,0.25,0.8,0.06,0.74,0.55,1.9,1.47,0.18,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,0.99,0.25,0.37,0.37,0.25,0.25,1.11,22.2,0.86,0.49,0.12,0.37,0,0.99,0.49,0,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,0.72,0.44,0.33,0.33,0.06,0.28,0.78,35.7,0.5,0.56,0,0.56,0.28,1,0.33,0,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,1.81,1.03,1.03,0.52,0.26,0.9,2.32,38.9,1.42,1.03,0.13,0.9,1.16,2.97,2.32,0.06,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,2.37,1.28,1.15,0.64,0.58,0.77,1.73,44.4,0.96,1.15,0.19,0.96,0.9,3.27,0.64,0,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,1.16,0.71,0.84,0.27,0.04,0.76,1.16,65.4,0.4,1.73,1.24,0.49,0.98,2.13,4.93,0.13,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,2.62,1.78,1.47,0.79,0.37,1.83,3.09,59.3,1.26,1.41,0.1,1.31,0.89,3.51,0.99,0,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,2.83,1.91,1.37,1.13,0.34,1.4,2.35,59.4,0.96,1.74,0.41,1.33,1.02,3.86,2.59,0.03,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,0.6,0,0.12,0.48,0,0.24,0.83,28.6,0.6,0.12,0,0.12,0.12,0.71,0.24,0.12,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,3.41,1.95,1.46,1.95,0,1.22,2.44,50,1.22,1.46,0.49,0.98,0.24,3.66,0.73,0,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,2.73,1.52,1.06,1.67,0,1.21,1.52,80,0.3,0.3,0.15,0.15,1.52,4.24,3.64,0.15,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,1.22,0.88,0.67,0.49,0.06,0.55,0.97,56.3,0.43,1.16,0.88,0.27,1.19,2.4,5.62,0.06,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,0.83,0.83,0,0.83,0,0.83,2.5,33.3,1.67,3.33,0,3.33,0.83,1.67,0.83,0,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,0.58,0.34,0.19,0.24,0.14,0.19,0.68,28.6,0.48,0.58,0,0.58,0.19,0.77,1.3,0,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,0,0,0,0,0,0,0.07,0,0.07,0.07,0,0.07,0,0,0.47,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,1.26,0.61,0.28,0.51,0.47,0.7,1.4,50,0.7,1.03,0.14,0.89,0.65,1.92,1.03,0.05,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,0,0,0,0,0,0,0,,0,0.05,0,0.05,0.05,0.05,0.67,0.19,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,5,1,3,2,0,1,3,33.3,2,1,0,1,1,6,2,0,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,1.91,1.62,1.32,0.44,0.15,1.32,1.62,81.8,0.29,0.88,0.59,0.29,1.32,3.24,4.12,0.15,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,0.06,0.03,0.06,0,0,0.06,0.06,100,0,0.03,0,0.03,0,0.06,0.64,0,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,3.91,1.3,1.3,2.61,0,1.74,2.61,66.7,0.87,2.17,0.43,1.74,1.74,5.65,1.3,0,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,1.84,1.23,0.79,1.05,0,0.79,2.19,36,1.4,0.7,0,0.7,0.61,2.46,0.96,0.09,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,0,0,0,0,0,0,20,0,20,10,10,0,0,0,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,2.2,1.19,0.51,1.53,0.17,1.02,2.37,42.9,1.36,2.2,0.17,2.03,0.68,2.88,1.02,0.17,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,0.11,0.11,0.11,0,0,0.11,0.13,80,0.03,0,0,0,0.03,0.13,0.55,0.08,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,0.17,0.17,0.17,0,0,0.17,0.17,100,0,0,0,0,0,0.17,0.33,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,2.01,1.22,0.58,0.72,0.72,0.94,2.23,41.9,1.29,0.65,0.07,0.58,0.36,2.37,0.65,0.07,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,1.09,0.61,0.57,0.44,0.09,0.35,0.74,47.1,0.39,0.79,0.13,0.66,1.22,2.31,1.14,0.04,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,1.59,0.79,0.99,0.56,0.04,0.71,1.07,66.7,0.36,1.15,0.83,0.32,1.23,2.82,5.12,0.12,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,0.57,0.57,0.19,0.1,0.29,0.19,0.76,25,0.57,0.95,0.1,0.86,0.19,0.76,1.05,0,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,1.79,1.15,0.77,0.9,0.13,0.77,1.41,54.5,0.64,0.26,0,0.26,0.13,1.92,0.9,0,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,0.75,0.58,0.08,0.58,0.08,0.42,0.67,62.5,0.25,0.33,0.08,0.25,0.58,1.33,0.92,0,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,1.47,0.84,1.1,0.33,0.04,0.73,0.99,74.1,0.26,1.43,0.88,0.55,0.48,1.94,3.92,0.07,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,1.76,1.18,1.03,0.29,0.44,0.59,1.47,40,0.88,0.59,0.15,0.44,0.44,2.21,0.44,0,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,1.26,0.9,0.4,0.6,0.25,0.5,1.31,38.5,0.8,1.51,0.1,1.41,0.75,2.01,0.8,0.05,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,1.49,1.04,0.45,0.9,0.15,0.6,1.64,36.4,1.04,0.6,0,0.6,0.6,2.09,0.3,0,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,1.53,1.07,0.6,0.67,0.27,0.87,1.33,65,0.47,0.8,0.07,0.73,0.2,1.73,0.67,0.07,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,0.45,0.23,0.17,0.17,0.11,0.11,0.51,22.2,0.4,0.45,0,0.45,0.17,0.63,0.8,0.06,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,0.07,0.07,0.07,0,0,0,0,,0,0,0,0,0,0.07,1.33,0.07,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,0.52,0.29,0.11,0.29,0.11,0.17,0.34,50,0.17,0.34,0.06,0.29,0.06,0.57,1.61,0,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,2.27,1.3,1.12,1,0.15,0.89,1.86,48,0.97,2.16,0.86,1.3,1,3.27,3.2,0.07,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,1.46,1.1,0.98,0.39,0.09,0.57,0.92,61.3,0.36,1.22,0.6,0.63,0.65,2.11,6.61,0.06,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,1.57,0.77,0.84,0.64,0.1,0.7,1.37,51.2,0.67,1.14,0.84,0.3,1.54,3.11,3.08,0.03,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,1.01,0.29,0.51,0.43,0.07,0.51,1.67,30.4,1.16,0.65,0.07,0.58,0.94,1.96,2.46,0.07,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,4,0,0,4,0,2,4,50,2,0,0,0,0,4,0,0,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,2.95,1.88,1.88,0.92,0.15,1.63,2.71,60.2,1.08,1.02,0.28,0.74,1.45,4.4,3.78,0.06,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,0,0,0,0,0,0,0.13,0,0.13,0,0,0,0,0,0.27,0.27,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,2,2,0.67,1.33,0,1.33,2.67,50,1.33,2,0.67,1.33,1.33,3.33,2,0,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,1.48,0.74,0.52,0.59,0.37,0.59,2.07,28.6,1.48,0.67,0.15,0.52,0.59,2.07,1.19,0,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,10,10,5,0,5,0,0,,0,0,0,0,0,10,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,1.47,1.18,0.29,0.88,0.29,0.59,1.18,50,0.59,0,0,0,0.88,2.35,1.47,0.29,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,0.84,0.52,0.78,0.06,0,0.45,0.71,63.6,0.26,1.23,1.1,0.13,0.65,1.49,4.81,0,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,0.65,0.33,0.16,0.24,0.24,0.24,0.65,37.5,0.41,0.57,0.08,0.49,0.33,0.98,0.41,0,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,2.25,1.25,1.03,1.06,0.15,1.09,1.95,56.3,0.85,1.09,0.27,0.82,1.37,3.62,2.13,0.09,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,2.44,1.54,1.28,0.9,0.26,1.92,2.82,68.2,0.9,0.77,0.26,0.51,1.15,3.59,2.69,0,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,1.45,0.91,0.18,0.91,0.36,0.55,1.64,33.3,1.09,1.64,0,1.64,0.73,2.18,0.91,0,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,0.89,0.56,0.19,0.33,0.38,0.42,0.89,47.4,0.47,0.33,0.05,0.28,0.7,1.6,0.75,0.05,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,1.43,0.57,0.38,0.95,0.1,0.38,1.43,26.7,1.05,1.43,0.29,1.14,0.48,1.9,1.33,0.1,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,1.27,0.76,0.29,0.69,0.29,0.33,0.72,45,0.4,0.72,0.07,0.65,0.36,1.63,0.69,0,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,6.67,6.67,3.33,3.33,0,3.33,6.67,50,3.33,0,0,0,0,6.67,0,0,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,2.7,2.01,1.03,0.98,0.69,1.62,3.73,43.4,2.11,1.76,0.39,1.37,1.03,3.73,2.5,0.1,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,0.63,0.63,0.63,0,0,0,0.63,0,0.63,1.25,0,1.25,2.5,3.13,1.25,0.63,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,0.98,0.68,0.72,0.23,0.03,0.49,0.81,60,0.33,1.04,0.68,0.36,0.59,1.56,6.35,0.03,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,0,0,0,0,0,0,0,,0,0,0,0,1.33,1.33,5.33,0,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,1.48,0.89,0.65,0.68,0.15,0.86,1.28,67.4,0.42,1.13,0.24,0.89,1.63,3.12,1.54,0.03,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,0.91,0.91,0,0.91,0,0,0,,0,0.91,0,0.91,1.82,2.73,2.73,0,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,0.93,0.53,0.13,0.67,0.13,0.4,1.07,37.5,0.67,1.2,0,1.2,0.4,1.33,1.33,0,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,2.22,1.29,1.24,0.67,0.31,0.98,1.7,57.6,0.72,1.19,0.31,0.88,0.98,3.2,2.16,0,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,2.25,1.76,1.18,0.88,0.2,0.98,1.86,52.6,0.88,1.57,0.49,1.08,0.98,3.24,2.94,0,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,2.39,1.4,1.36,0.7,0.33,1.11,1.98,56.3,0.86,0.99,0.25,0.74,0.7,3.09,1.44,0.04,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,0.08,0.08,0,0.08,0,0.08,0.56,14.3,0.48,0.96,0.16,0.8,0.32,0.4,1.84,0.08,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,2,1.36,0.64,1.18,0.18,1.09,2.55,42.9,1.45,0.91,0.09,0.82,1.36,3.36,2.36,0,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,1.37,0.9,0.76,0.32,0.29,0.73,1.86,39.1,1.13,0.99,0.06,0.93,0.41,1.77,1.16,0,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,0.86,0.29,0,0.57,0.29,0,0.86,0,0.86,1.71,0.29,1.43,0.57,1.43,1.43,0,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,1.43,0,0,0.71,0.71,0.71,2.86,25,2.14,0.71,0,0.71,0,1.43,4.29,0,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.25,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,0.91,0.91,0,0.91,0,0,0.91,0,0.91,0.91,0,0.91,0.91,1.82,0.91,0,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,0.54,0.54,0,0.27,0.27,0.27,0.54,50,0.27,0.27,0,0.27,0.27,0.81,1.89,0,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.75,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,3.23,2.09,1.95,0.95,0.32,1.41,2.05,68.9,0.64,1.27,0.32,0.95,1.23,4.45,2.77,0,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,1.38,0.9,0.79,0.48,0.1,0.72,1.1,65.6,0.38,0.9,0.34,0.55,1.62,3,5.24,0.07,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.5,0.5,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,0.58,0.34,0.14,0.27,0.17,0.41,0.78,52.2,0.37,1.15,0.17,0.98,0.41,0.98,1.08,0,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,1.26,0.81,0.45,0.5,0.32,0.5,1.44,34.4,0.95,0.9,0.05,0.86,0.32,1.58,0.41,0,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,1.68,1.26,0.42,1.05,0.21,1.26,1.47,85.7,0.21,1.58,0.84,0.74,1.16,2.84,3.58,0.11,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,1.32,0.88,0.25,0.54,0.54,0.5,1.2,42.1,0.69,0.38,0,0.38,0.5,1.83,0.09,0,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,0.83,0.42,0,0.58,0.25,0.17,0.58,28.6,0.42,1.08,0.17,0.92,0.08,0.92,1.33,0,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,1.25,1.25,1.25,0,0,1.25,1.25,100,0,1.25,1.25,0,1.25,2.5,0,0,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,0.64,0.44,0.39,0.2,0.05,0.29,1.03,28.6,0.74,0.49,0,0.49,0.2,0.83,0.39,0,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,1.35,0.87,0.83,0.4,0.12,0.56,1.03,53.8,0.48,1.27,0.71,0.56,1.23,2.58,3.97,0.08,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,2.22,1.12,0.94,0.88,0.4,0.85,1.34,63.6,0.49,1.28,0.49,0.79,1.34,3.56,2.4,0.09,Matches