Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
151,Juan Cruz,es ESP,"FW,MF",Leganés,24,2000,25.1,2,0,0,14,23,7,92,13,19,0,0,0,109,15,19,44.1,Matches
152,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,29.1,3,0,0,24,9,0,2,16,23,0,1,0,102,62,44,58.5,Matches
153,Cucho,co COL,FW,Betis,25,1999,12.7,0,0,0,10,9,5,12,7,10,1,0,0,28,29,35,45.3,Matches
154,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,2.2,1,0,0,1,1,3,0,0,1,0,0,0,2,2,0,100,Matches
155,Arnaut Danjuma,nl NED,"FW,MF",Girona,27,1997,14.8,2,0,0,16,16,14,76,2,6,0,1,0,40,1,3,25,Matches
156,Sergi Darder,es ESP,"MF,FW",Mallorca,30,1993,30.5,4,0,0,21,37,3,163,16,26,0,0,0,122,13,10,56.5,Matches
157,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,23.4,7,0,0,19,49,0,59,6,26,0,0,0,128,4,7,36.4,Matches
158,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,7.3,0,0,0,2,4,0,1,11,3,0,0,0,23,18,5,78.3,Matches
159,Assane Diao,sn SEN,FW,Betis,18,2005,3.1,0,0,0,4,4,2,4,0,3,0,0,0,12,8,6,57.1,Matches
160,Moussa Diarra,ml MLI,DF,Alavés,23,2000,20.7,6,0,0,28,24,1,23,21,24,1,1,0,76,31,29,51.7,Matches
161,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,24,1999,15.4,0,0,0,14,34,1,8,4,19,0,0,0,54,3,14,17.6,Matches
162,Daniel Díaz,es ESP,MF,Real Sociedad,18,2006,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100,Matches
163,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,13.5,2,0,0,7,6,0,42,7,15,0,0,0,80,5,8,38.5,Matches
164,Diego,es ESP,FW,Leganés,24,2000,13.3,2,0,0,22,23,7,5,2,1,1,0,0,25,43,83,34.1,Matches
165,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
166,Yan Diomandé,ci CIV,"MF,FW",Leganés,17,2006,6.1,1,0,0,8,16,2,12,8,9,0,0,0,41,3,12,20,Matches
167,Álvaro djaló,es ESP,FW,Athletic Club,24,1999,7.3,2,0,0,19,14,5,14,1,5,0,0,0,28,10,19,34.5,Matches
168,Djené,tg TOG,"DF,MF",Getafe,32,1991,28.3,10,1,0,40,26,1,32,21,13,0,0,0,102,43,30,58.9,Matches
169,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32,0,0,0,1,6,0,0,0,1,0,1,0,37,13,0,100,Matches
170,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,3.4,0,0,0,5,1,0,4,0,4,0,0,0,8,8,7,53.3,Matches
171,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,13.1,1,0,0,8,10,0,0,13,11,0,0,1,45,28,15,65.1,Matches
172,Israel Domínguez,es ESP,FW,Sevilla,21,2003,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,Matches
173,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,1.9,1,0,0,2,0,0,0,3,1,0,1,0,8,1,3,25,Matches
174,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,7.8,2,0,0,10,27,9,1,3,4,0,0,0,15,14,23,37.8,Matches
175,Domingos Duarte,pt POR,DF,Getafe,29,1995,20.7,4,2,1,24,13,0,0,18,15,0,2,0,63,28,18,60.9,Matches
176,Duk,cv CPV,"MF,FW",Leganés,24,2000,2,1,0,0,5,13,0,8,1,4,0,0,0,11,2,5,28.6,Matches
177,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,15.5,3,0,0,32,18,7,18,8,9,0,0,0,46,13,32,28.9,Matches
178,Hugo Duro,es ESP,FW,Valencia,24,1999,24.1,5,0,0,38,50,7,7,10,8,2,1,1,46,59,101,36.9,Matches
179,Chidera Ejuke,ng NGA,FW,Sevilla,26,1998,10.7,0,0,0,6,16,4,22,5,13,0,0,0,63,4,9,30.8,Matches
180,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,16.2,2,1,0,25,18,1,4,11,11,0,0,0,53,29,25,53.7,Matches
181,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,32,1992,17.9,4,0,0,25,21,14,114,13,20,0,0,0,67,13,33,28.3,Matches
182,Endrick,br BRA,FW,Real Madrid,18,2006,4,1,0,0,10,9,2,2,4,1,1,0,0,7,6,4,60,Matches
183,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,9.3,4,0,0,18,15,0,24,12,24,0,1,0,55,14,11,56,Matches
184,Dario Essugo,pt POR,MF,Las Palmas,19,2005,21.5,11,2,2,37,30,0,1,42,45,0,1,0,118,30,32,48.4,Matches
185,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,75,Matches
186,Karl Etta,cm CMR,"MF,FW",Villarreal,20,2003,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100,Matches
187,Edu Expósito,es ESP,MF,Espanyol,27,1996,11.6,3,0,0,14,22,2,66,15,13,0,0,0,63,11,11,50,Matches
188,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,22,2001,22,2,0,0,23,38,4,49,7,25,2,0,0,102,26,37,41.3,Matches
189,Ansu Fati,es ESP,FW,Barcelona,21,2002,2.6,1,0,0,2,2,2,0,1,1,0,0,0,7,2,7,22.2,Matches
190,Nabil Fekir,fr FRA,MF,Betis,31,1993,2,0,0,0,3,7,0,10,0,2,0,0,0,3,0,2,0,Matches
191,Kiko Femenía,es ESP,DF,Villarreal,33,1991,24.7,7,0,0,21,13,1,47,40,34,0,0,0,102,5,12,29.4,Matches
192,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
193,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,8.3,2,0,0,0,2,0,0,0,0,0,0,0,11,2,0,100,Matches
194,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,1.1,1,0,0,2,0,0,0,2,0,0,0,0,4,3,3,50,Matches
195,Roberto Férnandez,es ESP,FW,Espanyol,22,2002,16.6,1,0,0,28,25,9,2,3,4,1,0,0,33,34,54,38.6,Matches
196,Valery Fernández,es ESP,"MF,FW",Mallorca,24,1999,3.4,1,0,0,3,1,1,3,0,7,0,0,0,19,1,4,20,Matches
197,André Ferreira,pt POR,GK,Valladolid,28,1996,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,Matches
198,Mateo Flores,es ESP,MF,Betis,20,2004,1.7,1,0,0,4,1,0,1,2,1,0,0,0,12,0,2,0,Matches
199,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,20.3,2,0,0,12,14,3,54,23,13,0,0,0,114,18,21,46.2,Matches
200,Héctor Fort,es ESP,DF,Barcelona,17,2006,6.5,2,0,0,8,1,0,12,6,8,0,0,0,32,3,7,30,Matches
201,Dimitri Foulquier,fr FRA,DF,Valencia,31,1993,25.5,6,0,0,24,31,1,57,16,31,0,0,0,97,13,20,39.4,Matches
202,Juan Foyth,ar ARG,DF,Villarreal,26,1998,16.9,4,0,0,16,5,0,4,19,15,0,0,0,61,41,28,59.4,Matches
203,Fran,es ESP,GK,Real Madrid,19,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
204,Alejandro Francés,es ESP,DF,Girona,21,2002,13,2,0,0,20,14,1,25,17,24,0,0,0,37,6,13,31.6,Matches
205,Enric Franquesa,es ESP,"DF,FW",Leganés,27,1997,6.8,1,0,0,8,6,0,16,5,9,0,0,0,29,5,5,50,Matches
206,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,27,1997,27.7,3,1,0,41,33,9,69,19,21,0,0,0,111,15,24,38.5,Matches
207,Darío Fuentes,es ESP,DF,Sevilla,21,2003,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
208,Manuel Fuster,es ESP,"FW,MF",Las Palmas,26,1997,11.1,2,0,0,12,37,1,67,4,11,0,0,0,63,3,13,18.8,Matches
209,Javi Galán,es ESP,DF,Atlético Madrid,29,1994,19.8,8,0,0,38,35,4,57,12,31,0,1,0,71,25,25,50,Matches
210,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,30,1993,16.4,5,0,0,43,17,1,29,16,22,0,0,0,120,8,12,40,Matches
211,Conor Gallagher,eng ENG,MF,Atlético Madrid,24,2000,18.1,2,0,0,32,39,1,13,20,32,1,0,0,107,9,21,30,Matches
212,Facundo Garcés,ar ARG,DF,Alavés,24,1999,7.5,2,0,0,7,2,0,1,5,2,0,1,0,14,13,14,48.1,Matches
213,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,31,1992,28.4,4,0,0,18,19,16,109,32,24,1,1,0,94,9,18,33.3,Matches
214,Eric García,es ESP,"DF,MF",Barcelona,23,2001,17.4,4,0,0,20,8,0,7,14,21,0,0,0,54,27,25,51.9,Matches
215,Fran Garcia,es ESP,DF,Real Madrid,24,1999,24.1,0,0,0,13,22,4,66,28,36,0,0,0,106,17,21,44.7,Matches
216,Gonzalo García,es ESP,"FW,DF",Real Madrid,20,2004,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100,Matches
217,Joan García,es ESP,GK,Espanyol,23,2001,38,2,0,0,0,7,0,0,0,0,0,0,0,35,21,1,95.5,Matches
218,Pablo Garcia,es ESP,FW,Betis,17,2006,0.4,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,,Matches
219,Rubén García,es ESP,"FW,MF",Osasuna,31,1993,26.8,2,0,0,36,31,10,136,15,31,1,0,0,122,28,37,43.1,Matches
220,Unai García,es ESP,DF,Osasuna,32,1992,0.7,0,0,0,3,3,0,0,0,0,0,0,0,2,1,5,16.7,Matches
221,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,10.5,1,0,0,5,2,0,3,26,16,0,0,0,40,24,13,64.9,Matches
222,Gavi,es ESP,"MF,FW",Barcelona,19,2004,12.1,4,0,0,38,26,1,9,10,21,0,0,0,61,21,26,44.7,Matches
223,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,35.5,4,0,0,1,3,0,0,0,1,0,0,0,47,1,2,33.3,Matches
224,Bryan Gil,es ESP,"FW,MF",Girona,23,2001,19.1,4,0,0,22,40,4,78,10,20,0,0,0,78,0,5,0,Matches
225,Dani Gómez,es ESP,FW,Valencia,26,1998,5.9,0,0,0,7,8,10,0,2,2,0,0,0,14,7,24,22.6,Matches
226,Moi Gómez,es ESP,"MF,FW",Osasuna,30,1994,8.8,1,0,0,14,6,1,28,6,9,0,0,1,66,7,12,36.8,Matches
227,Sergi Gómez,es ESP,DF,Espanyol,32,1992,7.4,1,0,0,6,1,0,1,7,5,0,0,0,15,11,22,33.3,Matches
228,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,23,2000,30.4,4,0,0,29,16,9,231,19,39,0,1,0,146,20,22,47.6,Matches
229,Unai Gómez,es ESP,"MF,FW",Athletic Club,21,2003,14.3,1,0,0,12,18,0,23,2,8,0,0,0,42,29,31,48.3,Matches
230,Fabio González,es ESP,MF,Las Palmas,27,1997,0.6,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,100,Matches
231,Peter González,do DOM,"MF,FW",Getafe,22,2002,5.3,1,0,0,9,10,2,14,2,6,0,0,0,20,10,13,43.5,Matches
232,Urko González,es ESP,MF,Espanyol,23,2001,15.3,2,0,0,15,11,1,3,8,28,0,1,0,71,20,15,57.1,Matches
233,Urko González,es ESP,MF,Real Sociedad,23,2001,0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,Matches
234,Andoni Gorosabel,es ESP,DF,Athletic Club,27,1996,16.5,5,0,0,24,4,1,41,18,28,0,0,0,56,20,28,41.7,Matches
235,José Gragera,es ESP,MF,Espanyol,23,2000,6.3,0,0,0,18,8,0,0,5,16,0,0,0,18,11,5,68.8,Matches
236,Dominik Greif,sk SVK,GK,Mallorca,27,1997,31,1,0,0,0,3,0,0,0,0,0,0,0,42,7,2,77.8,Matches
237,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,33,1991,27.4,2,0,0,11,26,14,138,6,17,0,0,0,93,21,23,47.7,Matches
238,Florian Grillitsch,at AUT,MF,Valladolid,28,1995,6.9,1,0,0,6,12,0,6,4,7,0,0,0,42,5,4,55.6,Matches
239,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,0,0,0,0,5,0,0,0,0,0,0,0,75,10,0,100,Matches
240,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,4,1,0,0,9,7,2,4,1,3,0,0,0,7,6,12,33.3,Matches
241,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,27.7,6,0,0,26,14,0,31,27,24,0,0,0,74,46,26,63.9,Matches
242,Javier Guerra,es ESP,MF,Valencia,21,2003,28.7,5,0,0,34,30,1,45,20,27,0,0,0,168,17,18,48.6,Matches
243,Ander Guevara,es ESP,MF,Alavés,27,1997,21.6,3,0,0,39,18,0,5,14,30,0,0,0,120,30,39,43.5,Matches
244,Pape Gueye,sn SEN,MF,Villarreal,25,1999,24.7,6,2,1,31,62,4,20,27,26,0,1,0,126,31,23,57.4,Matches
245,Hugo Guillamón,es ESP,MF,Valencia,24,2000,4,2,0,0,6,4,1,1,5,8,0,0,0,21,5,4,55.6,Matches
246,Carlos Guirao,es ESP,MF,Betis,21,2003,1.2,0,0,0,4,0,0,0,3,3,0,0,0,6,2,1,66.7,Matches
247,Arda Güler,tr TUR,"MF,FW",Real Madrid,19,2005,13.9,1,0,0,15,31,4,57,7,16,1,0,0,56,7,11,38.9,Matches
248,Gerard Gumbau,es ESP,MF,Rayo Vallecano,29,1994,9.4,4,0,0,21,11,2,38,5,12,0,0,0,27,17,22,43.6,Matches
249,Jon Guridi,es ESP,"MF,FW",Alavés,29,1995,23.1,6,0,0,35,14,5,17,14,22,0,1,0,86,47,66,41.6,Matches
250,Gorka Guruzeta,es ESP,FW,Athletic Club,27,1996,20.4,2,0,0,40,21,7,5,9,8,0,0,0,61,36,69,34.3,Matches
251,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23,2001,27.3,4,0,0,29,34,6,153,16,24,0,1,0,144,4,16,20,Matches
252,Munir El Haddadi,ma MAR,"FW,MF",Leganés,28,1995,9.6,1,1,0,14,39,7,13,1,9,0,0,0,33,10,24,29.4,Matches
253,Sébastien Haller,ci CIV,FW,Leganés,30,1994,4.5,0,0,0,4,5,7,0,0,0,0,0,0,10,26,17,60.5,Matches
254,Henrique,br BRA,DF,Valladolid,30,1994,3.9,0,0,0,5,9,0,3,3,2,0,1,0,9,1,2,33.3,Matches
255,Javi Hernández,es ESP,DF,Leganés,26,1998,26.5,6,0,0,49,16,5,52,23,15,0,0,0,112,21,23,47.7,Matches
256,Aridane Hernández,es ESP,DF,Rayo Vallecano,35,1989,11.4,1,0,0,5,10,0,0,6,11,0,0,1,48,40,19,67.8,Matches
257,Jorge Herrando,es ESP,DF,Osasuna,23,2001,15.2,3,0,0,25,2,0,2,12,11,0,1,0,36,29,11,72.5,Matches
258,Ander Herrera,es ESP,MF,Athletic Club,34,1989,3,2,0,0,6,3,0,1,2,4,0,0,0,14,3,2,60,Matches
259,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,5,0,0,1,4,0,0,0,1,0,1,0,33,5,1,83.3,Matches
260,Yangel Herrera,ve VEN,MF,Girona,26,1998,25.1,10,1,0,72,68,5,44,31,39,1,0,0,106,50,45,52.6,Matches
261,Juan Herzog,es ESP,DF,Las Palmas,21,2003,14.6,1,0,0,6,7,0,0,18,12,0,0,0,41,44,25,63.8,Matches
262,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,35,11,0,0,52,30,7,57,46,79,0,2,0,132,36,30,54.5,Matches
263,Roger Hinojo,es ESP,DF,Espanyol,19,2005,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,Matches
264,Dinko Horkaš,hr CRO,GK,Las Palmas,25,1999,12.1,1,0,0,1,1,0,0,0,0,0,1,0,14,0,0,,Matches
265,Pablo Ibáñez,es ESP,MF,Osasuna,25,1998,14.4,4,0,0,28,29,0,13,18,10,0,0,0,56,19,24,44.2,Matches
266,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,3.2,0,0,0,1,7,0,0,4,5,0,0,0,19,1,0,100,Matches
267,Iglesias,es ESP,DF,Getafe,26,1998,32.1,4,0,0,45,41,1,84,50,47,0,0,0,107,35,38,47.9,Matches
268,Borja Iglesias,es ESP,FW,Celta Vigo,31,1993,21.7,2,0,0,40,34,14,6,7,9,2,0,0,46,14,27,34.1,Matches
269,Kelechi Iheanacho,ng NGA,FW,Sevilla,27,1996,4.4,0,0,0,5,1,7,0,0,0,0,0,0,7,2,8,20,Matches
270,Isco,es ESP,MF,Betis,32,1992,17.2,5,0,0,23,44,4,92,11,13,0,0,0,71,13,21,38.2,Matches
271,Diego Iturralde,es ESP,FW,Sevilla,21,2003,0.4,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,100,Matches
272,Ivan Jaime Pajuelo,es ESP,MF,Valencia,23,2000,3.3,0,0,0,8,10,1,6,2,5,0,0,0,19,4,4,50,Matches
273,Karl Jakob Hein,ee EST,GK,Valladolid,22,2002,31,0,0,0,0,2,0,0,0,0,0,0,0,43,7,0,100,Matches
274,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,29,1995,6.6,5,0,0,5,22,0,65,2,6,0,0,0,30,4,14,22.2,Matches
275,Mikel Jauregizar,es ESP,MF,Athletic Club,20,2003,24.9,4,1,0,46,42,0,27,29,48,1,0,0,144,34,35,49.3,Matches
276,John Joe,ie IRL,"MF,FW",Getafe,20,2003,0.5,1,0,0,1,2,0,0,0,0,0,0,0,3,2,2,50,Matches
277,Jofre,es ESP,"MF,FW",Espanyol,23,2001,24.1,5,0,0,28,59,3,54,15,16,0,0,0,105,5,17,22.7,Matches
278,Frenkie de Jong,nl NED,MF,Barcelona,27,1997,12.7,3,0,0,14,18,0,6,12,11,0,1,0,57,10,7,58.8,Matches
279,Joan Jordán,es ESP,MF,Alavés,30,1994,15.7,4,0,0,28,11,1,106,9,18,0,0,0,61,16,13,55.2,Matches
280,Juanmi,es ESP,"FW,MF",Getafe,31,1993,7.7,2,0,0,19,10,6,0,2,11,0,0,0,23,6,8,42.9,Matches
281,Juanmi,es ESP,"FW,MF",Betis,31,1993,2.7,2,0,0,6,7,1,1,1,4,0,0,0,14,6,1,85.7,Matches
282,Juanpe,es ESP,DF,Girona,33,1991,8.1,2,0,0,4,2,0,1,8,5,0,0,0,22,25,9,73.5,Matches
283,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,23,2001,16.2,2,0,0,0,6,0,0,0,0,0,0,0,18,6,1,85.7,Matches
284,Vinicius Júnior,br BRA,FW,Real Madrid,24,2000,25,8,1,0,30,70,10,56,3,10,2,0,0,71,1,7,12.5,Matches
285,Stanko Jurić,hr CRO,MF,Valladolid,27,1996,19.2,7,1,1,38,9,0,0,24,24,0,0,0,92,50,22,69.4,Matches
286,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,12.4,1,1,0,5,0,0,0,10,12,0,0,0,30,16,18,47.1,Matches
287,Abdoulaye Keita,es ESP,"FW,MF",Getafe,21,2002,1.1,0,0,0,6,0,0,1,0,2,0,0,0,6,3,3,50,Matches
288,Kenedy,br BRA,"MF,FW",Valladolid,28,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
289,Kiké,es ESP,FW,Alavés,34,1989,28.2,5,1,1,49,59,22,13,1,14,1,0,0,90,110,100,52.4,Matches
290,Koke,es ESP,MF,Atlético Madrid,32,1992,21.4,4,0,0,23,16,0,22,20,23,0,0,1,122,8,9,47.1,Matches
291,Jules Koundé,fr FRA,DF,Barcelona,25,1998,28.9,4,0,0,22,19,7,63,20,43,0,0,0,107,30,23,56.6,Matches
292,Alex Král,cz CZE,MF,Espanyol,26,1998,30.2,1,0,0,31,23,0,38,28,37,0,0,0,127,38,28,57.6,Matches
293,Ladislav Krejčí,cz CZE,DF,Girona,25,1999,27.1,9,0,0,24,17,0,11,34,16,1,0,1,101,55,24,69.6,Matches
294,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,26.4,5,0,0,21,73,8,85,17,20,1,0,0,118,11,19,36.7,Matches
295,Marash Kumbulla,al ALB,DF,Espanyol,24,2000,33,9,0,0,37,29,0,6,34,26,0,0,1,74,71,44,61.7,Matches
296,Luca de la Torre,us USA,MF,Celta Vigo,26,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Matches
297,Yoel Lago,es ESP,DF,Celta Vigo,20,2004,6.5,2,0,0,16,9,0,0,4,8,0,1,0,22,3,6,33.3,Matches
298,Cyle Larin,ca CAN,FW,Mallorca,29,1995,19.6,4,0,0,32,31,24,6,1,6,1,0,0,46,66,86,43.4,Matches
299,Juanmi Latasa,es ESP,FW,Valladolid,23,2001,15.5,6,1,0,40,36,7,5,0,2,0,1,0,24,90,58,60.8,Matches
300,Toni Lato,es ESP,DF,Mallorca,26,1997,6.9,1,1,0,12,3,2,23,6,11,0,0,0,30,6,7,46.2,Matches
