Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,33.9,41.9,80.9,519.8,213.2,17.7,19,93.5,12.5,15.1,82.8,2.33,4.93,47.2,0.21,0.16,0.13,0.04,1.37,2.47,0.82,0.41,3.42,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,15.9,18.1,87.9,240.5,32,9.27,10.1,92.1,5.53,5.87,94.3,1,1.47,68.2,0,0.03,0.05,-0.03,0.53,0.93,0.33,0,1.53,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,15,30,50,195,75,10,15,66.7,5,15,33.3,0,0,,0,0,0,0,0,0,0,0,5,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,49,56.5,86.7,676.9,241.6,30.1,31.9,94.3,16.1,19,85,1.31,2.67,48.9,0.06,0.05,0.05,0.01,0.63,2.78,0.4,0.28,3.52,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,13.6,18.8,72.3,187.1,24.8,8.59,11.2,76.7,4.13,5.22,79.2,0.33,0.54,60,0,0.08,0.04,-0.08,0.65,0.43,0,0,0.76,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,10,19.2,52.1,139.6,30.8,6.8,11.2,60.7,2.4,4,60,0.4,0.8,50,0,0.08,0.04,-0.08,0.4,0.8,0,0,2,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,40,47.8,83.7,792.5,306.8,13.7,14.5,94.9,22,23.7,92.6,4.04,8.72,46.3,0,0.01,0.02,-0.01,0.11,1.86,0.05,0,1.91,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,40,52,76.9,550,140,20,22,90.9,18,22,81.8,0,0,,0,0,0.2,0,0,8,2,0,8,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,44.5,56.7,78.5,849,305.3,16.8,18.7,90.1,23.3,26.9,86.4,4.22,10.1,41.8,0.08,0.02,0.04,0.06,0.24,2.77,0.12,0.04,2.37,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,49,54.8,89.4,804.5,238.9,25.4,27,94.1,19.2,21,91.5,3.5,5.21,67.1,0.12,0.06,0.06,0.06,1.17,4.97,0.49,0,5.71,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,13.8,20.1,68.7,234.2,65.4,7.28,8.89,81.9,4.32,5.93,72.9,1.85,3.58,51.7,0,0.15,0.19,-0.15,0.99,1.23,0.62,0.37,1.85,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,25.6,31.6,81,384.8,90.7,14.9,17.2,86.8,8.72,10.4,84,1.28,2,63.9,0.06,0.11,0.08,-0.05,1.17,3.67,0.83,0.06,5,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,25.2,34.6,72.8,418.9,120.6,12.6,14.9,84.8,9.1,11.9,76.2,2.39,4.84,49.3,0,0.04,0.06,-0.04,0.32,2.32,0.52,0.26,2.45,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,27.1,37.9,71.4,497.1,158.7,12.5,14,89,9.68,13.2,73.3,4.04,8.27,48.8,0.06,0.19,0.19,-0.12,1.54,3.33,1.47,0.96,4.94,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,45.1,51.7,87.3,905.2,336.2,14,14.8,95.2,25.9,27.2,95.1,4.98,8.71,57.1,0,0.01,0.02,-0.01,0.27,1.87,0.04,0,1.51,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,29.7,36.5,81.5,435.3,126.8,17.4,19.4,89.8,11.6,13.5,85.7,0.47,1.41,33.3,0.21,0.15,0.09,0.06,1.26,2.67,0.73,0.26,3.56,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,27.5,38.1,72.2,436.9,167.7,14.4,16.7,86.5,11.2,14.5,77.4,1.43,4.27,33.6,0,0.04,0.04,-0.04,0.55,1.81,0.72,0.44,2.66,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,13.7,18.9,72.3,185.5,38.7,8.33,9.76,85.4,3.57,5,71.4,0.71,1.43,50,0.12,0.07,0.08,0.05,0.83,1.55,0.95,0,1.79,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,24.1,33.2,72.8,369.3,115.9,13.9,17.6,79.2,8.29,10.5,79.1,1.22,3.41,35.7,0,0,0.05,0,0,2.44,0,0,3.9,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,29.5,35.8,82.6,600.9,220.3,8.79,9.7,90.6,15.9,18.6,85.4,4.55,6.52,69.8,0,0,0,0,0,2.12,0,0,1.82,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,38.6,46.1,83.7,766.3,298.6,12,12.9,92.7,21.6,23.3,92.6,4.74,8.81,53.8,0,0.01,0.02,-0.01,0.15,1.79,0.15,0,2.34,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,20.8,36.7,56.8,285,75,11.7,15,77.8,9.17,12.5,73.3,0,7.5,0,0,0,0.08,0,0.83,1.67,0.83,0.83,3.33,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,14.9,22.5,66.3,200.4,34.3,8.74,12.1,72.4,4.01,6.04,66.4,0.77,1.4,55.2,0.14,0.1,0.09,0.05,0.77,0.63,0.68,0.14,1.26,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,27.5,34.9,78.6,685.5,413.1,4.4,4.4,100,16.7,16.7,100,6.2,13.5,45.8,0,0.01,0,-0.01,0.13,0.33,0,0,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,28,37.1,75.5,334.5,97,20.1,23.4,86,5.75,8.13,70.7,0.51,1.54,33.3,0.28,0.24,0.22,0.04,1.12,1.4,1.26,0.47,2.29,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,21.7,31.1,69.6,638.6,513.5,3.05,3.05,100,11.3,11.5,98.3,7.24,16.3,44.3,0,0,0,0,0,0.57,0,0,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,50,66,75.8,682,211,31,31,100,17,25,68,1,7,14.3,0,0,0,0,1,2,1,0,3,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,64,70.7,90.4,1148.4,435.1,23.8,25.4,93.6,35,37.1,94.4,4.71,6.76,69.6,0,0,0.01,0,0.15,4.85,0,0,6.32,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,16.7,31,53.9,707.8,635,1.19,1.19,100,4.81,4.9,98,10.6,24.7,43.1,0,0,0.01,0,0.03,1.35,0.03,0,0.03,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,17.4,26.5,65.6,284.3,71.7,6.96,10.9,64,8.7,11.3,76.9,0.87,2.61,33.3,0,0,0,0,0.43,1.3,0,0,2.61,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,13.6,21.2,64,191,46.4,8.77,11,80,3.42,5.18,66.1,0.79,2.54,31,0.09,0.06,0.07,0.03,0.79,1.05,0.18,0.09,2.02,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,10,20,50,110,30,10,20,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,44.7,50,89.5,678.8,150,24.1,25.4,94.7,18.8,20.7,91,1.19,2.03,58.3,0,0.02,0.05,-0.02,0.34,4.92,0.17,0.17,4.92,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,13.5,27.1,49.9,593.1,530.7,0.76,0.76,100,3.61,3.66,98.6,9.11,22.5,40.5,0,0,0.01,0,0,1.34,0.03,0,0.03,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,16.3,30.8,53,585.5,487,2.83,2.83,100,5.83,5.83,100,7.67,22.2,34.6,0,0,0,0,0,0,0,0,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,62.8,73.2,85.8,1169.6,307.7,25.3,26.7,94.6,28.8,31.4,91.7,7.34,12.2,60,0,0.12,0.13,-0.12,1.37,7.19,0.86,0.22,5.97,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,38.6,43.4,88.8,618.7,151,19.3,21,91.5,16,17.3,92.2,2.36,3.1,76.1,0.04,0.07,0.04,-0.03,0.92,3.8,0.44,0.04,4.37,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,61.1,65.2,93.7,1102.3,386.6,22,23,95.9,35.5,37.2,95.5,3.17,4.17,76.2,0,0.01,0.01,-0.01,0.24,2.22,0.04,0,2.62,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,9.9,18.8,52.8,110.3,17,6.86,10.8,63.7,2.1,3.62,57.9,0,0.57,0,0,0.02,0.05,-0.02,0.48,0.38,0.29,0.1,0.86,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,16.9,27.4,61.7,277.1,89.4,7.82,10.5,74.4,6.41,9.36,68.5,1.79,4.23,42.4,0.13,0.15,0.09,-0.03,0.9,2.05,1.28,0.13,3.33,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,8.92,12.8,69.5,120.8,13.4,5.67,7.08,80,2.67,4.17,64,0.25,0.67,37.5,0.17,0.05,0.08,0.12,0.5,0.08,0.25,0,0.83,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,42.7,49.7,85.9,798.6,290.1,14.9,15.8,94.7,23.8,25.8,92.1,3.33,6.63,50.3,0,0,0.01,0,0.11,1.83,0.11,0,1.94,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,33.5,42.8,78.4,545.6,176.9,18.1,20.7,87.2,11.3,13.2,85.6,2.94,5.74,51.3,0.15,0.22,0.26,-0.07,2.06,3.09,1.18,0.44,5.15,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,36.5,44.3,82.4,581,116.6,19.4,21.6,90.2,13.2,15,87.6,2.76,4.47,61.8,0.05,0.13,0.11,-0.08,1.26,2.61,0.65,0.1,3.97,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,42.5,57.5,74,714.8,234.8,21.8,23.9,91.3,14,18.4,76.4,4.93,10.7,45.8,0.3,0.24,0.19,0.06,3.28,4.63,1.94,0.6,6.42,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,17.7,24.2,73.3,249.9,49.1,10.7,13.1,82.1,5,6.67,75,0.93,1.6,58.3,0.33,0.17,0.15,0.16,1.07,1.07,0.8,0.07,1.87,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,10.1,16,62.8,152,23.9,5.85,7.95,73.6,3.35,5.28,63.4,0.51,0.8,64.3,0.06,0.1,0.03,-0.04,0.8,0.74,0.28,0,1.25,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,26.8,30.3,88.5,605.7,381.1,5.4,5.4,100,16.7,16.9,98.8,4.53,7.67,59.1,0,0,0,0,0,0.07,0,0,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,13.2,20.6,63.8,167,34.5,8.16,12.2,66.7,3.62,5.46,66.3,0.29,0.4,71.4,0.11,0.09,0.04,0.02,0.75,1.09,0.57,0.06,1.78,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,31.2,39.8,78.3,553.7,177.5,14.9,16.8,88.7,12.6,14.8,84.7,3.23,6.02,53.7,0,0.01,0.03,-0.01,0.3,2.97,0.33,0,3.09,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,42.5,50.4,84.4,808.6,280.2,14.2,15.2,93.2,24.3,26.5,91.6,3.78,7.35,51.4,0,0,0.01,0,0.09,2.35,0.03,0,2.35,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,62.5,67.7,92.3,1090.2,357.7,26.3,27.7,95.2,30.9,32.7,94.5,4.48,5.92,75.7,0,0.02,0.03,-0.02,0.17,5.89,0.3,0.03,5.15,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,32.8,45.4,72.4,609.7,223.3,13.8,15.4,89.7,14.1,17,82.6,4.13,9.93,41.6,0.29,0.21,0.26,0.08,2.39,1.88,1.52,0.87,3.33,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,40,52,76.9,656,190,20,24,83.3,16,20,80,2,4,50,0,0,0,0,2,4,0,0,8,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,31.3,43.4,72.1,542.8,251.9,14.3,16.7,85.7,14.3,19,75.4,2.28,5.45,41.8,0.03,0.05,0.04,-0.02,0.58,2.62,0.58,0.28,3.17,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,31.1,33.5,92.8,779.6,545.5,3.47,3.47,100,20.1,20.4,98.7,7.47,9.6,77.8,0,0,0,0,0,0.13,0.13,0,0.27,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,42.7,52.7,81,771.3,203.3,18.7,19.3,96.6,18,23.3,77.1,4.67,8,58.3,0,0.2,0.27,-0.2,0.67,4.67,1.33,0.67,4.67,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,16.9,26.1,64.8,277.8,86.7,8.96,10.7,83.4,5.85,8.52,68.7,1.48,5.11,29,0.07,0.19,0.08,-0.11,1.19,2.15,0.67,0.22,2.67,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,25,30,83.3,250,0,20,20,100,0,5,0,0,0,,0,0,0,0,0,0,0,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,52.9,64.7,81.8,794.7,199.4,28.2,31.8,88.9,19.1,21.5,89,3.24,6.18,52.4,0.29,0.24,0.38,0.06,2.35,3.82,1.18,0.29,5,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,38.2,46.4,82.5,729.3,298.3,12.5,13.3,94.1,21.8,24.2,89.8,3.83,7.47,51.3,0,0,0.01,0,0.06,1.75,0.06,0.06,2.4,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,21.7,29.3,74.2,277.2,62.8,13.3,15.6,85.4,5.77,7.4,78,0.89,2.44,36.7,0.49,0.25,0.21,0.24,1.54,1.38,1.46,0.16,2.85,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,31.2,41.4,75.3,529.5,152.5,14.6,18.4,79.2,13,16,81.2,2.64,4.92,53.7,0,0.04,0.05,-0.04,0.3,3.47,0.15,0,3.31,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,48.8,59,82.8,833.2,282.8,23.6,25.8,91.5,20.6,25.3,81.7,4.49,6.79,66,0.13,0.03,0.05,0.1,0.38,2.18,0.64,0.26,3.33,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,47.5,56.7,83.7,625.6,140.9,31.1,34,91.4,12.2,14.9,81.7,1.82,3.64,50,0,0.18,0.05,-0.18,1.64,5.45,0.91,0,6.73,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,30.3,40.9,74.2,459.8,118.9,16.9,19.5,86.8,9.01,12.2,74.1,2.44,5.54,44.1,0.23,0.18,0.2,0.05,1.55,1.78,1.13,0.28,3.05,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,38.6,43,89.6,659.5,138.9,19.3,21,92.3,13.8,14.8,93.5,4.1,5.52,74.1,0,0.02,0.04,-0.02,0.29,3.81,0.19,0.1,4,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,14,21.4,65.4,184.1,45.9,8.99,11.9,75.6,3.66,5.69,64.3,0.43,1.16,37.5,0.22,0.11,0.11,0.11,1.05,1.34,0.58,0.14,1.78,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,43.3,60,72.2,643.3,126.7,23.3,26.7,87.5,10,10,100,6.67,13.3,50,0,0,0.33,0,3.33,3.33,3.33,3.33,3.33,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,33.7,40.7,82.9,531.5,187.3,17.3,19.3,89.8,13.8,15.9,86.7,2.01,3.48,57.7,0,0.04,0.05,-0.04,0.64,3.63,0.29,0.05,4.22,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,21.3,29.4,72.3,296.3,31.3,12.5,15,83.3,8.13,8.75,92.9,0.63,4.38,14.3,0,0,0,0,0.63,1.88,0,0,1.25,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,38.9,45.3,85.9,730.2,276.6,14.4,15.6,91.9,19.8,21.1,94,4.17,7.26,57.4,0,0,0.02,0,0.13,2.74,0.13,0,2.96,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,40,44.7,89.6,729.3,261.3,12.7,12.7,100,24.7,27.3,90.2,2,4,50,0.67,0.07,0.13,0.6,1.33,3.33,0.67,0,3.33,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,59.6,66.4,89.9,1037.8,303.5,28.9,30.8,93.8,23.4,25,93.8,5.88,7.77,75.6,0.12,0.09,0.09,0.03,1.16,6.88,0.92,0.06,6.71,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,59.1,66.4,89,1058.2,280,28.2,30,93.9,23.6,27.3,86.7,6.36,8.18,77.8,0,0.09,0.09,-0.09,0.91,6.36,0.91,0.91,4.55,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,22.1,32.9,67.2,361.9,92.8,12.5,15.1,83.2,6.8,9.87,68.9,2.13,5.2,41,0.13,0.11,0.12,0.03,1.73,1.47,1.2,0.67,1.87,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,50,63.8,78.4,944.6,320.5,21.5,23.9,90.1,20.3,24.3,83.5,6.96,12.7,54.7,0.1,0.11,0.13,-0.01,1.65,8.4,0.31,0.15,7.32,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,33.8,43.8,77.2,463.9,129.7,21.2,23.2,91.1,11.3,14.7,76.7,0.78,2.65,29.6,0,0.06,0.06,-0.06,0.29,1.76,0.29,0.2,2.06,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,58.2,66.8,87.1,885.1,215.1,31.4,33.9,92.8,22.5,25.6,87.9,2.8,4.4,63.6,0.21,0.19,0.16,0.01,1.36,2.67,1.19,0.08,4.07,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,9.76,15,65.2,128.6,14.6,6.32,8.48,74.5,2.24,3.68,60.9,0.64,0.96,66.7,0,0.05,0.01,-0.05,0.24,0.72,0,0,0.64,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,39,49,79.6,687.2,198.2,16.9,19.1,88.6,17.5,21.3,82.1,4,6.73,59.5,0,0.09,0.06,-0.09,1.09,4.64,0.45,0,5.82,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,20.9,33.1,63.2,349.7,118.1,11.3,14.4,78.2,6.98,10.3,67.8,2.24,5.38,41.6,0.15,0.16,0.17,-0.01,1.83,1.05,1.1,0.84,1.98,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,28,34.6,81,404.6,63.1,15.4,17.1,90,10.6,13.4,78.7,1.14,1.43,80,0.29,0.26,0.11,0.03,2.29,1.43,1.14,0,3.14,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,26.4,35,75.5,437.9,217.1,15,16.4,91.3,5.71,7.86,72.7,5,7.86,63.6,0,0,0,0,0,0.71,0,0,0.71,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,19,29.8,63.9,511.8,336.3,3.75,3.75,100,9.25,9.25,100,6,16.8,35.8,0,0,0,0,0,0.5,0,0,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,40.9,46.4,88.2,710.9,100,20,22.7,88,14.5,15.5,94.1,5.45,6.36,85.7,0,0,0,0,0,4.55,0,0,1.82,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,11.9,18.6,63.8,174.3,41.4,7.84,10.5,74.4,3.24,6.22,52.2,0.81,1.08,75,0.27,0.27,0.08,0,0.27,0.81,1.08,0,1.89,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,23.8,29.3,81.2,426,277.8,7.5,7.5,100,11,11,100,2.5,8,31.3,0,0,0,0,0,0,0,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,34.4,42.5,81,560.3,195.3,16.6,18.2,91.5,15,18.7,80.5,2.05,3.64,56.3,0.09,0.06,0.06,0.03,0.55,1.82,0.59,0.36,2,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,52.6,60.4,87.1,1090.6,408.6,13.7,15.2,89.8,32.4,34.4,94.3,6.31,9.86,64,0,0.01,0.02,-0.01,0.34,5.72,0.34,0.1,6.38,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,26.5,35,75.7,792.5,589.5,2,2,100,16,17,94.1,8.5,16,53.1,0,0,0,0,0,0.5,0,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,17.8,28.1,63.3,268.5,77.8,10.1,13.4,75.2,6.54,9.69,67.5,0.78,2.58,30.3,0.27,0.26,0.17,0.01,1.46,1.29,1.73,0.51,2.58,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,22.4,31.8,70.5,351.2,81.1,12.7,15.2,83.7,7.21,9.64,74.8,1.76,3.96,44.3,0.23,0.16,0.19,0.07,1.8,1.04,1.31,0.36,3.11,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,52,57.4,90.6,945.3,352.7,19.1,20.8,91.4,29.2,31.6,92.3,3.47,4.21,82.5,0.11,0.05,0.07,0.05,0.21,1.79,0,0,2.21,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,36.6,49,74.8,511.3,143.8,22.9,26.6,86.2,10.3,14.1,73,1.77,3.94,44.8,0.41,0.44,0.37,-0.03,2.02,2.46,3,0.5,5.05,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,8.42,15.5,54.3,108.7,23.9,4.67,8.25,56.6,2.5,4.17,60,0.33,0.75,44.4,0,0.1,0.05,-0.1,0.75,0.75,0.75,0.25,1.17,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,35,41.3,84.8,563.8,132.5,21.3,25,85,7.5,8.75,85.7,5,6.25,80,0,0.13,0.13,-0.13,1.25,3.75,1.25,0,3.75,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,17.5,27.2,64.6,319.9,90,7.84,9.95,78.8,6.72,10,66.8,2.5,5.05,49.5,0.29,0.16,0.25,0.14,1.76,1.13,1.67,0.98,2.45,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,50.8,58.8,86.4,990.4,303.8,15.7,17.3,90.8,30.9,32.8,94.2,3.97,7.62,52.1,0,0.02,0.02,-0.02,0.16,3.69,0.24,0,4.01,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,45,53.9,83.6,770.2,223.8,20.8,23.7,87.7,19.9,22.5,88.4,3.47,5.38,64.4,0.03,0.03,0.04,0,0.58,5.23,0.7,0.03,5.93,Matches