Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
302,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33,1991,37,37,"3,325",36.9,0.05,0.08,0.14,0.05,0,0,0.22,0,0.1,0.1,0.05,0.15,0.57,3.88,0.14,0.05,0.08,0.14,0.05,0.14,0.1,0.05,0.15,0.1,0.15,Matches
303,Iñigo Lekue,es ESP,DF,Athletic Club,31,1993,16,8,773,8.6,0,0,0,0,0,0,0.12,0,0.02,0.02,0.06,0.08,1.51,4.07,2.44,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
304,Thomas Lemar,fr FRA,MF,Atlético Madrid,28,1995,5,0,85,0.9,0,0,0,0,0,0,0,0,0.33,0.33,0.22,0.56,1.11,8.89,4.44,0,0,0,0,0,0.3,0.2,0.5,0.3,0.5,Matches
305,Clément Lenglet,fr FRA,DF,Atlético Madrid,29,1995,23,23,"1,972",21.9,0.09,0.05,0.14,0.09,0,0,0.41,0,0.11,0.11,0.05,0.16,0.73,3.61,0.05,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16,Matches
306,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,34,32,"2,667",29.6,0.91,0.07,0.98,0.81,0.1,0.14,0.03,0,0.92,0.81,0.08,0.89,0.91,1.62,5.54,0.91,0.07,0.98,0.81,0.88,0.92,0.08,0.99,0.81,0.89,Matches
307,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,24,1999,31,21,"1,552",17.2,0.17,0.23,0.41,0.17,0,0,0.17,0,0.35,0.35,0.17,0.52,4.19,4.24,10.4,0.17,0.23,0.41,0.17,0.41,0.35,0.17,0.52,0.35,0.52,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,1,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0.17,0.17,5,5,13.3,0,0,0,0,0,0.08,0.14,0.21,0.08,0.21,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,30,29,"2,519",28,0.07,0,0.07,0.07,0,0,0.14,0,0.05,0.05,0.01,0.06,0.25,2.89,0.11,0.07,0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,33,28,"2,513",27.9,0.07,0.14,0.22,0.07,0,0,0,0.04,0.03,0.03,0.15,0.18,2.94,3.98,5.41,0.07,0.14,0.21,0.07,0.21,0.03,0.16,0.18,0.03,0.18,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,25,15,"1,457",16.2,0.49,0.19,0.68,0.37,0.12,0.19,0.25,0,0.3,0.15,0.3,0.45,1.6,8.15,4.07,0.49,0.19,0.68,0.37,0.56,0.29,0.3,0.59,0.15,0.45,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,17,7,684,7.6,0,0,0,0,0,0,0.39,0,0.04,0.04,0.03,0.05,0.39,4.08,0.39,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
313,David López,es ESP,DF,Mallorca,21,2003,2,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,Matches
314,David López,es ESP,DF,Girona,34,1989,29,27,"2,429",27,0.04,0.04,0.07,0.04,0,0,0.15,0,0.03,0.03,0.02,0.06,0.63,4.89,0.26,0.04,0.04,0.07,0.04,0.07,0.03,0.02,0.06,0.03,0.06,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,38,35,"2,737",30.4,0.26,0.16,0.43,0.26,0,0,0.1,0,0.22,0.22,0.16,0.38,2.5,2.8,7.2,0.26,0.16,0.43,0.26,0.43,0.22,0.17,0.38,0.22,0.38,Matches
316,Fer López,,"FW,MF",Celta Vigo,,,17,7,671,7.5,0.27,0,0.27,0.27,0,0,0.27,0,0.36,0.36,0.25,0.61,3.6,5.73,7.73,0.27,0,0.27,0.27,0.27,0.37,0.25,0.62,0.37,0.62,Matches
317,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,28,12,"1,252",13.9,0.43,0.36,0.79,0.43,0,0,0.29,0.07,0.4,0.4,0.28,0.68,2.23,5.68,7.77,0.43,0.36,0.79,0.43,0.79,0.41,0.28,0.69,0.41,0.69,Matches
318,Javi López,es ESP,DF,Real Sociedad,22,2002,29,21,"1,936",21.5,0,0,0,0,0,0,0.19,0,0,0,0.02,0.02,1.67,3.4,2.98,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
319,Pau López,es ESP,GK,Girona,29,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
320,Roberto López,es ESP,MF,Leganés,24,2000,13,3,396,4.4,0,0.23,0.23,0,0,0,0,0,0.11,0.11,0.2,0.32,0.68,4.55,2.5,0,0.23,0.23,0,0.23,0.11,0.2,0.31,0.11,0.31,Matches
321,Unai López,es ESP,MF,Rayo Vallecano,28,1995,32,23,"1,707",19,0.16,0.05,0.21,0.16,0,0,0.47,0.05,0.08,0.08,0.05,0.14,1.16,5.89,2.11,0.16,0.05,0.21,0.16,0.21,0.08,0.05,0.14,0.08,0.14,Matches
322,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,12,4,358,4,0.25,0,0.25,0.25,0,0,0.5,0,0.28,0.28,0.07,0.38,2.25,4.25,5.75,0.25,0,0.25,0.25,0.25,0.29,0.09,0.38,0.29,0.38,Matches
323,Iker Losada,es ESP,"MF,FW",Betis,22,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.14,0.14,0.08,0.22,2.43,3.78,4.32,0,0,0,0,0,0.13,0.08,0.21,0.13,0.21,Matches
324,Pol Lozano,es ESP,MF,Espanyol,24,1999,30,27,"1,943",21.6,0,0.05,0.05,0,0,0,0.56,0,0.01,0.01,0.04,0.05,0.83,5.32,0.56,0,0.05,0.05,0,0.05,0.01,0.04,0.05,0.01,0.05,Matches
325,José Luis Gayà,es ESP,DF,Valencia,29,1995,23,22,"1,803",20,0,0.05,0.05,0,0,0,0.35,0,0.05,0.05,0.13,0.18,1.45,2.95,7.8,0,0.05,0.05,0,0.05,0.05,0.13,0.18,0.05,0.18,Matches
326,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,38,36,"3,092",34.4,0.32,0.06,0.38,0.29,0.03,0.03,0.09,0.03,0.29,0.27,0.13,0.4,3.81,2.7,7.18,0.32,0.06,0.38,0.29,0.35,0.29,0.13,0.42,0.27,0.4,Matches
327,Daniel Luna,co COL,MF,Mallorca,21,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,Matches
328,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,7,630,7,0,0.14,0.14,0,0,0,0,0,0,0,0.13,0.13,0,0,0,0,0.14,0.14,0,0.14,0,0.13,0.13,0,0.13,Matches
329,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,18,7,639,7.1,0,0.14,0.14,0,0,0,0,0,0.13,0.13,0.07,0.2,2.39,2.68,6.06,0,0.14,0.14,0,0.14,0.12,0.07,0.2,0.12,0.2,Matches
330,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,30,28,"2,368",26.3,0,0.08,0.08,0,0,0,0.27,0,0.01,0.01,0.16,0.17,1.75,2.81,4.64,0,0.08,0.08,0,0.08,0.01,0.16,0.17,0.01,0.17,Matches
331,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,Matches
332,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,34,"3,060",34,0,0,0,0,0,0,0.06,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,Matches
333,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,19,10,941,10.5,0,0,0,0,0,0,0.38,0,0.01,0.01,0.01,0.02,1.33,3.24,1.43,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
334,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,10,7,515,5.7,0,0,0,0,0,0,0.18,0,0,0,0,0,0.53,4.21,0.88,0,0,0,0,0,0,0,0,0,0,Matches
335,Marcão,br BRA,DF,Sevilla,28,1996,12,6,552,6.1,0,0,0,0,0,0,0.98,0.16,0,0,0,0,0,3.11,0.16,0,0,0,0,0,0,0,0,0,0,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,26,17,"1,564",17.4,0,0.23,0.23,0,0,0,0,0,0.06,0.06,0.15,0.21,1.49,5.86,4.48,0,0.23,0.23,0,0.23,0.06,0.15,0.21,0.06,0.21,Matches
337,Alberto Marí,es ESP,FW,Valencia,23,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,27,20,"1,999",22.2,0,0.05,0.05,0,0,0,0.23,0,0.02,0.02,0.01,0.03,0.14,2.88,0.05,0,0.05,0.05,0,0.05,0.02,0.01,0.03,0.02,0.03,Matches
339,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,9,1,241,2.7,0.74,0,0.74,0.74,0,0,0.37,0,0.37,0.37,0.04,0.41,1.11,1.48,4.44,0.75,0,0.75,0.75,0.75,0.36,0.06,0.41,0.36,0.41,Matches
340,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,23,14,"1,239",13.8,0.07,0.14,0.22,0.07,0,0,0.22,0,0.1,0.1,0.07,0.17,1.45,3.26,3.41,0.07,0.15,0.22,0.07,0.22,0.1,0.07,0.17,0.1,0.17,Matches
341,Mika Mármol,es ESP,DF,Las Palmas,23,2001,30,27,"2,399",26.7,0,0.04,0.04,0,0,0,0.19,0,0.01,0.01,0.06,0.07,1.24,3.97,2.32,0,0.04,0.04,0,0.04,0.02,0.06,0.07,0.02,0.07,Matches
342,Mario Maroto,es ESP,MF,Valladolid,20,2003,2,0,64,0.7,0,1.43,1.43,0,0,0,0,0,0,0,0.14,0.14,0,2.86,0,0,1.41,1.41,0,1.41,0.02,0.09,0.12,0.02,0.12,Matches
343,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
344,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,26,16,"1,333",14.8,0.14,0.14,0.27,0.14,0,0,0.2,0,0.16,0.16,0.18,0.34,0.88,1.42,4.53,0.14,0.14,0.27,0.14,0.27,0.15,0.19,0.34,0.15,0.34,Matches
345,Diego Martín,es ESP,FW,Las Palmas,20,2003,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,12.5,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
346,Gerard Martín,es ESP,DF,Barcelona,22,2002,28,11,"1,038",11.5,0.09,0.26,0.35,0.09,0,0,0.17,0,0.04,0.04,0.1,0.14,0.87,3.48,10.6,0.09,0.26,0.35,0.09,0.35,0.04,0.1,0.14,0.04,0.14,Matches
347,Iván Martín,es ESP,MF,Girona,25,1999,32,24,"2,039",22.7,0.04,0.04,0.09,0.04,0,0,0.04,0,0.08,0.08,0.08,0.16,2.51,5.77,3.35,0.04,0.04,0.09,0.04,0.09,0.08,0.08,0.16,0.08,0.16,Matches
348,Jon Martin,es ESP,DF,Real Sociedad,18,2006,13,6,904,10,0,0.1,0.1,0,0,0,0.2,0,0.06,0.06,0.02,0.08,0.4,3.4,0,0,0.1,0.1,0,0.1,0.06,0.02,0.08,0.06,0.08,Matches
349,Mario Martín,es ESP,MF,Valladolid,20,2004,30,20,"1,748",19.4,0,0.05,0.05,0,0,0,0.41,0.15,0.09,0.09,0.07,0.16,0.93,3.4,1.13,0,0.05,0.05,0,0.05,0.09,0.07,0.16,0.09,0.16,Matches
350,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,32,30,"2,624",29.2,0.07,0.07,0.14,0.07,0,0,0.1,0,0.04,0.04,0.08,0.12,1.4,5.55,3.49,0.07,0.07,0.14,0.07,0.14,0.04,0.08,0.12,0.04,0.12,Matches
351,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,28,28,"2,490",27.7,0,0.14,0.14,0,0,0,0.18,0,0.02,0.02,0.09,0.11,2.53,9.39,0.4,0,0.14,0.14,0,0.14,0.02,0.1,0.11,0.02,0.11,Matches
352,Javi Martínez,es ESP,MF,Osasuna,24,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,Matches
353,Ramón Martínez,es ESP,DF,Sevilla,21,2002,5,2,261,2.9,0.34,0,0.34,0.34,0,0,0,0,0.1,0.1,0.03,0.14,0.34,1.72,0.69,0.34,0,0.34,0.34,0.34,0.12,0.02,0.14,0.12,0.14,Matches
354,Toni Martínez,es ESP,FW,Alavés,27,1997,28,9,"1,012",11.2,0.36,0,0.36,0.36,0,0,0.09,0,0.32,0.32,0.05,0.38,1.16,0.98,5.09,0.36,0,0.36,0.36,0.36,0.32,0.05,0.37,0.32,0.37,Matches
355,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,3,0,53,0.6,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Matches
356,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,23,9,"1,038",11.5,0,0,0,0,0,0,0.35,0,0.02,0.02,0.1,0.11,2.52,2.61,6.26,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,Matches
357,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,32,21,"1,992",22.1,0.05,0,0.05,0.05,0,0,0.23,0.05,0.02,0.02,0.01,0.03,0.45,3.39,0.54,0.05,0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,Matches
358,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,30,4,656,7.3,0,0,0,0,0,0,1.23,0,0.36,0.36,0.01,0.38,0.82,1.37,6.58,0,0,0,0,0,0.36,0.02,0.38,0.36,0.38,Matches
359,Borja Mayoral,es ESP,FW,Getafe,27,1997,24,7,"1,114",12.4,0.4,0.08,0.48,0.32,0.08,0.08,0,0,0.27,0.21,0.07,0.29,0.81,1.05,3.47,0.4,0.08,0.48,0.32,0.4,0.28,0.07,0.35,0.21,0.29,Matches
360,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,34,34,"2,907",32.3,0.96,0.09,1.05,0.74,0.22,0.28,0.09,0.03,0.8,0.58,0.24,0.81,4.64,4.33,12,0.96,0.09,1.05,0.74,0.84,0.8,0.24,1.04,0.58,0.81,Matches
361,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,34,20,"1,837",20.4,0.15,0.29,0.44,0.15,0,0,0.15,0,0.24,0.24,0.14,0.37,0.34,1.32,3.68,0.15,0.29,0.44,0.15,0.44,0.24,0.14,0.37,0.24,0.37,Matches
362,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,29,28,"2,466",27.4,0,0,0,0,0,0,0.18,0.04,0.04,0.04,0.03,0.07,0.4,1.64,0.11,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,Matches
363,Mateo Mejía,es ESP,FW,Sevilla,21,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
364,Arthur Melo,br BRA,MF,Girona,27,1996,15,10,941,10.5,0,0,0,0,0,0,0.19,0,0.02,0.02,0.02,0.04,2.29,6.67,1.62,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches
365,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,27,19,"1,531",17,0.18,0.12,0.29,0.18,0,0,0.24,0,0.21,0.21,0.12,0.32,1.88,5.35,5.06,0.18,0.12,0.29,0.18,0.29,0.21,0.12,0.33,0.21,0.33,Matches
366,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,14,12,"1,005",11.2,0,0.09,0.09,0,0,0,0.09,0.09,0,0,0.04,0.04,1.07,3.21,3.57,0,0.09,0.09,0,0.09,0,0.05,0.05,0,0.05,Matches
367,Nobel Mendy,fr FRA,DF,Betis,19,2004,2,1,108,1.2,0,0,0,0,0,0,0.83,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,Matches
368,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,14,2,418,4.6,0,0,0,0,0,0,0.22,0,0.15,0.15,0,0.15,0.43,4.78,4.78,0,0,0,0,0,0.15,0.01,0.15,0.15,0.15,Matches
369,Miguel,es ESP,FW,Leganés,24,1999,34,17,"1,724",19.2,0.05,0.16,0.21,0,0.05,0.1,0.16,0,0.26,0.17,0.07,0.25,0.73,0.83,4.69,0.05,0.16,0.21,0,0.16,0.26,0.07,0.33,0.17,0.25,Matches
370,Éder Militão,br BRA,DF,Real Madrid,26,1998,12,11,938,10.4,0.1,0.1,0.19,0.1,0,0,0.19,0,0.06,0.06,0.05,0.11,0.67,4.42,0.1,0.1,0.1,0.19,0.1,0.19,0.06,0.05,0.11,0.06,0.11,Matches
371,Luis Milla,es ESP,MF,Getafe,29,1994,33,32,"2,875",31.9,0.03,0.13,0.16,0,0.03,0.03,0.19,0,0.06,0.03,0.12,0.15,1,4.76,0.94,0.03,0.13,0.16,0,0.13,0.06,0.12,0.18,0.03,0.15,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,20,1,456,5.1,0.59,0,0.59,0.59,0,0,0.59,0,0.29,0.29,0.06,0.35,1.76,2.55,5.29,0.59,0,0.59,0.59,0.59,0.29,0.06,0.35,0.29,0.35,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,34,31,"2,729",30.3,0.13,0.2,0.33,0.13,0,0,0.2,0.03,0.05,0.05,0.18,0.23,2.28,6.6,6.4,0.13,0.2,0.33,0.13,0.33,0.05,0.19,0.23,0.05,0.23,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,3,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,17,12,869,9.7,0.21,0.1,0.31,0.21,0,0,0,0,0.28,0.28,0.02,0.3,0.41,0.41,3.4,0.21,0.1,0.31,0.21,0.31,0.28,0.02,0.3,0.28,0.3,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,20,5,753,8.4,0.12,0.24,0.36,0.12,0,0,0.48,0,0.36,0.36,0.08,0.45,1.19,2.38,3.33,0.12,0.24,0.36,0.12,0.36,0.36,0.09,0.45,0.36,0.45,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,35,17,"1,827",20.3,0.1,0.3,0.39,0.1,0,0,0.34,0,0.08,0.08,0.34,0.42,3.05,10.2,3.1,0.1,0.3,0.39,0.1,0.39,0.08,0.34,0.42,0.08,0.42,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,36,30,"2,755",30.6,0.03,0.07,0.1,0.03,0,0,0.16,0,0.03,0.03,0.13,0.16,2.16,4.25,4.64,0.03,0.07,0.1,0.03,0.1,0.03,0.13,0.16,0.03,0.16,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,35,32,"2,714",30.2,0.2,0.03,0.23,0.2,0,0,0.17,0,0.19,0.19,0.11,0.29,3.21,3.84,5.93,0.2,0.03,0.23,0.2,0.23,0.19,0.11,0.3,0.19,0.3,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,30,17,"1,590",17.7,0,0.17,0.17,0,0,0,0.06,0,0.05,0.05,0.08,0.13,1.98,3.45,5.42,0,0.17,0.17,0,0.17,0.05,0.08,0.13,0.05,0.13,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,32,26,"2,099",23.3,0,0,0,0,0,0,0.34,0,0.07,0.07,0.16,0.23,1.07,4.59,2.19,0,0,0,0,0,0.07,0.16,0.23,0.07,0.23,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,6,1,113,1.3,0,0,0,0,0,0,0.77,0,0,0,0,0,2.31,1.54,2.31,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,17,6,721,8,0.38,0.25,0.63,0,0.38,0.38,0,0,0.53,0.23,0.45,0.69,2.38,6.63,7.5,0.37,0.25,0.62,0,0.25,0.53,0.45,0.98,0.23,0.69,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,16,8,741,8.2,0,0,0,0,0,0,0.12,0,0.05,0.05,0.04,0.09,2.07,2.07,3.9,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,33,22,"2,132",23.7,0.04,0.04,0.08,0.04,0,0,0.38,0.04,0.07,0.07,0.06,0.14,1.43,5.02,2.7,0.04,0.04,0.08,0.04,0.08,0.07,0.06,0.14,0.07,0.14,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,23,15,"1,338",14.9,0,0,0,0,0,0,0.47,0,0.04,0.04,0.02,0.06,1.07,5.91,2.62,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,33,26,"2,341",26,0.15,0.19,0.35,0.15,0,0,0.08,0,0.16,0.16,0.22,0.38,4.31,3.12,7.31,0.15,0.19,0.35,0.15,0.35,0.16,0.22,0.38,0.16,0.38,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,37,37,"3,319",36.9,0.03,0,0.03,0.03,0,0,0.16,0,0.01,0.01,0,0.01,0.95,3.33,0.16,0.03,0,0.03,0.03,0.03,0.01,0,0.01,0.01,0.01,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,25,20,"1,849",20.5,0,0.05,0.05,0,0,0,0.34,0,0.04,0.04,0.04,0.09,0.68,2.24,0.05,0,0.05,0.05,0,0.05,0.05,0.04,0.09,0.05,0.09,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,24,24,"2,017",22.4,0.09,0.04,0.13,0.09,0,0,0.27,0.04,0.03,0.03,0.01,0.04,0.54,1.79,0.27,0.09,0.04,0.13,0.09,0.13,0.03,0.01,0.03,0.03,0.03,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,21,13,"1,098",12.2,0,0,0,0,0,0,0.41,0,0.02,0.02,0.02,0.03,2.13,3.11,2.3,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,21,18,"1,415",15.7,0.19,0,0.19,0.19,0,0,0.19,0,0.06,0.06,0.03,0.09,0.96,2.87,3.38,0.19,0,0.19,0.19,0.19,0.05,0.03,0.09,0.05,0.09,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,23,4,610,6.8,0,0.15,0.15,0,0,0,0.29,0,0.07,0.07,0.15,0.21,0.88,3.53,1.47,0,0.15,0.15,0,0.15,0.07,0.14,0.21,0.07,0.21,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,35,28,"2,588",28.8,0.03,0.1,0.14,0.03,0,0,0.17,0,0.05,0.05,0.09,0.13,1.25,3.75,3.16,0.03,0.1,0.14,0.03,0.14,0.04,0.09,0.13,0.04,0.13,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,1.25,1.25,0,1.25,7.5,0,22.5,0,0,0,0,0,1.23,0,1.23,1.23,1.23,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,29,24,"2,058",22.9,0.31,0.09,0.39,0.22,0.09,0.13,0.04,0.09,0.42,0.32,0.1,0.41,1,1.31,4.5,0.31,0.09,0.39,0.22,0.31,0.42,0.1,0.52,0.32,0.41,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,26,24,"2,110",23.4,0.04,0,0.04,0.04,0,0,0.13,0,0,0,0,0.01,0.04,2.52,0,0.04,0,0.04,0.04,0.04,0,0.01,0.01,0,0.01,Matches
400,Natan,br BRA,DF,Betis,23,2001,31,23,"2,175",24.2,0.04,0.04,0.08,0.04,0,0,0.21,0.04,0.01,0.01,0.02,0.04,0.5,2.15,0.25,0.04,0.04,0.08,0.04,0.08,0.01,0.03,0.04,0.01,0.04,Matches
